,UserStory,Label
219,the scrum alliance doesn't charge itself for scrum gatherings that it puts on,Capability
220,i can be an efficient and effective student at berkeley,Soft-goal
221,i want to register to the service,Task
222,"i want to be able to log better ,",Soft-goal
223,"i want to make it easy to prove that our published data is valid ,",Soft-goal
224,i can integrate data - packaged data with pipelines that use spss,Capability
225,i want to manage my mealpoints on,Task
226,"i want to capture a hearing decision ,",Capability
227,"i want to issue a development - related permit ,",Capability
228,"i want to be able to have a dashboard that shows usage stats and locations ,",Capability
229,i can find the relevant service and/or application type to initiate via the online portal,Capability
230,i stay current on agile news,Soft-goal
231,i can more easily understand what i am viewing,Soft-goal
232,i can learn without first joining the site,Task
233,"i want a mongo integration ,",Capability
234,"i want to be charged a fee once i am approved for practitioner status ,",Capability
235,"i want to see a list of the most popular items on the site ,",Capability
236,i don't want to have to filter through ads to get to important content,Capability
237,my dataset is more engaging for non - technical users,Soft-goal
238,i want a better explanation of housing options available to me,Soft-goal
239,i want to denote an application with a final action status,Capability
240,i can ensure that the fabs testers no longer have access,Hard-goal
241,"i want to describe myself on my own page in a semi - structured way ,",Capability
242,i want to login,Task
243,i can review the for compliance and subsequently approved or denied,Capability
244,i read more,Soft-goal
245,i can share them with others or include them in the data package,Capability
246,i can contact offices even when i'm offline,Capability
247,"i want a landing page to navigate to either fabs or dabs pages ,",Capability
248,"i want to mark my profile as private in which case only my name will appear ,",Capability
249,i want to add the 00 * * * * * and 00forgn ppopcode cases to the derivation logic,Capability
250,"i want an microsoft power bi integration ,",Capability
251,i need to filter out email that isn't important to me,Capability
252,my ratings are accurate,Hard-goal
253,i don't want to have to log in ; i want a responsive system that notifies me when i have a message or a payment is received,Capability
254,"i want to be able to share an image of a particular view state to the social networks that support this ,",Capability
255,i can relate to as the central hub of fiscal openness,Soft-goal
256,i want to have the system email me a new password or a password reminder since i have short - term memory problems,Capability
257,i come to the site for my agile news and learning,Capability
258,i can apply for one of her / his rides on trust,Capability
259,i want all historical financial assistance data loaded for fabs go - live,Capability
260,"i want to be able to edit the model of data i have already imported ,",Capability
261,i can provide richer context in those communication channels for data i am sharing,Soft-goal
262,"my data is findable , and i can have a data api",Soft-goal
263,i want the riders to pay by credit card,Capability
264,during discovery i don't miss anything,Soft-goal
265,"i want to visualize by default in treemap , bubble tree , map and pivot table the most recent year when my dataset contain multiple years ,",Capability
266,i can have better control over the navigation experience inside a map view,Soft-goal
267,i can load high quality data using data package tooling,Capability
268,i want to search for the available rides using the voice recognition,Capability
269,i can get recommendations for recycling centers that best fit my availability,Capability
270,"i want to be able to translate my eml dataset to a data package ,",Capability
271,"i want to be able to understand if a user is an administrator ,",Soft-goal
272,i want the rider to be satified of myservice,Soft-goal
273,"i want to be able to normalise measures by gini and related socioeconomic indexes ,",Capability
274,"i want to be able to hide a dataset that i have already added as public ,",Capability
275,"i want to send an email to any member via a form ,",Capability
276,i can improve the map - based visualisations of my data,Hard-goal
277,"i want the frontend urls to more accurately reflect the page i'm accessing ,",Capability
278,i can finish articles that appeal to me,Capability
279,"i want an spss integration ,",Capability
280,"i want to be able to save new visualizations ,",Capability
281,"i want to have some flexibility as to where things appear ,",Soft-goal
282,it is more useful to others and can be used better with tools like visualization programs,Soft-goal
283,"i want to have accurate , clear presentation of add / drop dates & processes",Soft-goal
284,"i want to be able to download a csv of the data that is used in any visualisation i am viewing ,",Capability
285,i want to create a group in the application,Capability
286,i can know clearly about the driver,Soft-goal
287,"i want a tool that makes it easy for researchers/ users to add basic metadata to their research data ,",Soft-goal
288,i can add data to the datastore in bulk from the command line or my own programs,Capability
289,"i want to join the scrum alliance by paying a corporate membership fee ,",Capability
290,"i want to email news items to the editor ,",Capability
291,"i want to be able to give my email id ,",Capability
292,i can brand it to my own organisation's color scheme,Capability
293,"i want to have a great ui and ux from the sites ,",Soft-goal
294,"i want the duns validations to accept records whose actiontypes are b , c , or d and the duns is registered in sam , even though it may have expired",Capability
295,"i want to be able to update my information and the type of material i accept ,",Capability
296,"i want to be able to import data from fiscal data package descriptor file ,",Capability
297,i can fix my mistakes or have a dataset primarily for my own use,Capability
298,i can attract candidates,Soft-goal
299,"i want to process the appeals ,",Capability
300,i can complete my submissions,Capability
301,i want to be able to keep separate my personal ( and club ) tasks from my work ( academic ) tasks,Soft-goal
302,i know how much money i have,Capability
303,i want to know or view the driver's profile as well as the other rider's,Capability
304,i can make sure the appropriate inspector receives the work,Capability
305,"i want to store my data package in github and have it automatically stored into ckan ,",Capability
306,i can track the outcome and record the impact on the relevant records,Capability
307,"i want to be able to change some of the styling of the embedded viewer in my own platform ,",Capability
308,i want to pay for the car pooling service in function of the country he is travelling in,Hard-goal
309,i can start using the data for doing analysis and visualizations,Task
310,i want to be able to access the site and do all the other stuffs on all of my electronic devices,Task
311,i can test any nonprod feature in any environment,Task
312,i want the system to identify my location,Capability
313,it matches the new broker design styles,Hard-goal
314,"i want to get a data package into stata in seconds ,",Capability
315,i have a pleasant experience when navigating through them,Soft-goal
316,i can start using the data in doing analysis and visualizations,Task
317,"i want to one place to easily find clubs that are relevant to my interests , academic pursuits and career goals",Capability
318,i want to map the federalactionobligation properly to the atom feed,Capability
319,"i want to have read - only access to dabs ,",Capability
320,"i want to be able to normalise measures by population ,",Capability
321,i can create community & connection,Capability
322,"i want to be able to easily find campus resources even if they aren't in a clear category ( my campus potentially overlapping catgories ) ,",Soft-goal
323,i can visualise it on a map,Capability
324,"i want to create an inspection ,",Capability
325,"i want to have my dataset update automatically as the source file / files changes ,",Capability
326,i want to be able to include a large number of flexfields without performance impact,Capability
327,i want to register to the capooling service,Task
328,"i want to get a data package into clojure in seconds ,",Capability
329,i want to receive a more helpful file - level error when i upload a file with the wrong extension,Capability
330,i can accept / refuse as soon as possible,Capability
331,"i want to generate planning - related reports ,",Capability
332,users can be encouraged that this is the correct data for them,Soft-goal
333,i can receive notifications for new events as they are posted,Capability
334,important information will not be stolen during a server breach or an attack,Soft-goal
335,"i would like to create a web socket protocol for frictionless data tools ,",Capability
336,i can understand localised amounts in non - localised figures,Soft-goal
337,i can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow,Soft-goal
338,"i want to submit application ,",Capability
339,i can register to the service,Task
340,i can provider wider visual context for mapping visualisations,Capability
341,"i want to get a data package into excel in seconds ,",Capability
342,i can get quick answers,Capability
343,i want to make some updates to the sql codes for clarity,Capability
344,i know about recycling centers near me before creating an account,Hard-goal
345,i don't get lost navigating,Soft-goal
346,i can prevent spamming on the websites,Capability
347,"i am only looking at data that is relevant to me ( because i'm an international student , do not show financial aid information )",Soft-goal
348,the course participants are added to the scrum alliance records,Capability
349,i am more comfortable in using the car pooling service,Soft-goal
350,"i want to report to the agencies about user testing ,",Capability
351,i can renew my membership,Capability
352,"i want to be able to read users' feedback and complaints ,",Capability
353,i can enforce the system,Soft-goal
354,"i want to be able to persistently store visualisation state in the database ,",Capability
355,i can manage more efficiently,Soft-goal
356,i can offer the seat,Task
357,i want the application to automatically suggest the similar macth with other riders,Capability
358,i can fix bugs or make enhancements in the api built for my data,Capability
359,i want to be great when i access the car pooling service,Soft-goal
360,i can check which routes to take to drop off waste,Capability
361,"i want to be able to designate whether or not an ever makes the home page ,",Capability
362,i can use it to apply to form control that uses a core dataset for autocompletion,Hard-goal
363,i can know what ui improvements we will follow through on,Soft-goal
364,fees can be set without involving a programmer,Capability
365,"i want to assign priority numbers to news items ,",Capability
366,"i want to be able to provide the platform administrator with additional geojson sources ,",Capability
367,i want to generate and validate d files from fabs and fpds data,Capability
368,"i want to create a custom query / report outside of the common querying / reporting functionality ,",Capability
369,i want to access two additional fields from the fpds data pull,Capability
370,"i want to be able to receive tempting rewards ,",Capability
371,"i want to access the route planning system during work ,",Capability
372,"i want to search for information ,",Task
373,i get a data api and my dataset is listed in a relevant catalog,Capability
374,my time isn't consumed with managing emails,Soft-goal
375,i want to contact to the driver,Capability
376,i don't bounce immediately oï¬€ the page,Soft-goal
377,i can find others i might want to connect with,Capability
378,i want to use the schema headers in my fabs file,Capability
379,"i want to include additional details in my profile page about me ,",Capability
380,i want to ensure that deleted fsrs records are not included in submissions,Capability
381,"i want to delete one of my courses or events ,",Capability
382,"i want to be able to have presented to me only features and content that are relevant to my status ,",Capability
383,i want to pay by sms in my domestic country,Capability
384,"i want to have a view on all the datasets i have published ,",Capability
385,i can ensure compliance with the requirements prior to the hearing,Soft-goal
386,"i want to turn a course into an event or an event into a course ,",Capability
387,"i want to be able to create an acocunt ,",Capability
388,my agency codes are correct in the publishedawardfinancialassistance table,Hard-goal
389,"i want to know when the submission periods start and end ,",Capability
390,"i want to copy one of my courses or events ,",Capability
391,i can perform management actions on my own datasets,Task
392,"i want to see the results for each trainer and averages for the class ,",Capability
393,"i want to view user error logs ,",Capability
394,i want to update the fabs sample file to remove fundingagencycode after fabs is updated to no longer require the header,Capability
395,i can visualise budget data on maps,Capability
396,i can model dimensions that may not exist in the source file,Task
397,"i want to have full access to data related to my company ,",Capability
398,i want to consult the experience of the driver,Capability
399,i can plan ahead,Task
400,"i want an dspace integration ,",Capability
401,i can use data packages in workflows that involve ms - sql,Capability
402,"i want to see correct status labels on the submission dashboard ,",Capability
403,i would like to see how my awards compare to my bills,Capability
404,i want to rate my journey or trip,Capability
405,"i want to edit any site member profile ,",Capability
406,"i want to be able to search any dataset published and publicly accessible by their title and metadata ,",Capability
407,i do not have to convert data formats in order to use the data packager,Hard-goal
408,i want to be able to view a map display of the special waste drop off sites around my area,Capability
409,"i want to submission errors to accurately represent fabs errors ,",Capability
410,i can access to the history of rides i gave,Capability
411,i could be the driver or rider,Hard-goal
412,i like to be able to adjust the colors in the applications i use,Capability
413,i can not click it multiple times for the same submission,Capability
414,the driver knows about it,Soft-goal
415,"i want to view lists on the site of all certified scrum masters , practitioners , trainers , and certified scrum product owners",Capability
416,others can learn about me,Soft-goal
417,"i want to know as i glance around the home page what on earth a csm is and why i'd want to be one ,",Capability
418,"i want to determine the best way to load historical fpds data ,",Capability
419,"i want to view a section of the website that teaches me the basics of what scrum is ,",Capability
420,i can teach csm and cspo courses and certify others,Task
421,"i want netcdf integration ,",Capability
422,i can successfully send the notice of violation document to the property owner and log information about the action,Capability
423,i know i have enough available,Soft-goal
424,"i want to schedule user testing ,",Task
425,"i want to customize an existing wizard for my specific type of data ,",Capability
426,"i want to leave off the last 4 digits of the zip without an error ,",Capability
427,jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad,Capability
428,i want to be able to view the safe disposal events currently being organised around my area,Capability
429,i can give feedback or ask for help,Task
430,i can listen to it again,Capability
431,"i want an integration with zenodo ,",Capability
432,"i want to be able to download an image ofa particular view state ,",Capability
433,"i want to have my name listed in the registry without becoming a member of the site ,",Capability
434,"i want to modify my application ,",Capability
435,i can make sure that government is living up to its transparency commitments,Soft-goal
436,i want the fabs validation rules to accept zero and blank for loan records,Capability
437,i can see if there any i am interested in,Capability
438,i know i can pay my bills,Capability
439,i want to assign role to myself,Capability
440,"i want to conduct inspections ,",Task
441,"i want to upload my week's schedule ,",Capability
442,i can pay by credit card,Capability
443,"i want to design an audit from the ui sme ,",Task
444,i'd like campus applications to work on my phone,Hard-goal
445,"i want to be able to import data from a google spreadsheet ,",Capability
446,i want to share my interests,Capability
447,i can meet service level and quality requirements,Soft-goal
448,i can catch errors early and store reliable data,Capability
449,"i could view the latest information concerning the driver , destination , time , available seats",Capability
450,"i want to be able to change the display of all monetary measures across a set of currencies ,",Capability
451,"i want to clearly understand notifications and how they are difference from other calendar - related items such as assignments ,",Soft-goal
452,"i want a dat integration ,",Capability
453,i can delegate data validation to a third party,Capability
454,i'd like a map and walking directions for the campus,Capability
455,i want to better understand my file - level errors,Soft-goal
456,site visitors can see it,Capability
457,i want to see the time that the driver left,Capability
458,i can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials,Capability
459,"i want email addresses , not contact forms ,",Capability
460,"i want to write an article for the site with a small graphic shown with the article showing my csp or cst status ,",Capability
461,i need to schedule meetings with other students,Task
462,i can prevent progression through the workflow or other actions in the system until the issue is resolved,Capability
463,"i want to post comments about articles ,",Capability
464,i would like help setting a budget,Capability
465,we're sure of the quality of jobs being listed,Soft-goal
466,i want to rate a rider and share comments,Capability
467,duplicate requests do not cause performance issues,Capability
468,"i want an integration with ,",Capability
469,i want to connect with students who have the same major or same interests as me,Capability
470,i want to login to the platform,Task
471,i can preserve the history of draft proffer statements submitted by the applicant,Capability
472,i want to rate a driver and share comments,Capability
473,i could hop on real quick,Soft-goal
474,"i want to edit and delete help wanted ads ,",Capability
475,"i want to manage hearing calendars ,",Task
476,i can cancel a drive,Capability
477,"i only want zero - padded fields ,",Capability
478,i can remove unwanted data from openspending,Capability
479,"i can easily import them into my ml platform , so that i can start using the data in doing analysis",Capability
480,i can more conveniently use the website,Soft-goal
481,i can have access to rides from a to b,Capability
482,i can accommodate different types of content,Task
483,employers or others can verify my certification,Soft-goal
484,"i can understand where the provisioning of my service is in the process , such as information related to service levels , fees , plan review , permit , or inspection results",Soft-goal
485,i want to get paid in a secured way,Capability
486,i need a place to see everything i need to do today,Capability
487,"i want to see the upcoming courses are what i want visitors to notice ,",Capability
488,i want to arrange the list of the driver that i search,Capability
489,i can review revised plans,Capability
490,i have them,Soft-goal
491,"i want to develop a staff report ,",Task
492,"i want to manage inspector workload ,",Task
493,"i want to know how many users have previewed a dataset ,",Capability
494,"i want to choose a flexible pick up time ,",Capability
495,i want the fabs validation rules to accept zero and blank for non - loan records,Capability
496,"i want to assign plans for review ,",Capability
497,i can keep the database up - to - date over time,Hard-goal
498,"i want to be able to hide any dataset already added as public ,",Capability
499,i can upload or delete stuff step by step,Capability
500,i can answer any questions about my recycling center,Hard-goal
501,i'd like to check off and see my completed Capability,Capability
502,i can propose ride to go from a to b,Task
503,i want one place to go when registering for classes ( including finding class ratings ),Capability
504,"i want to add general country names to my dataset that only contains country codes ,",Capability
505,i am aware of it and can decide if i want to post it,Capability
506,"i can easily see the most relevant , important items",Soft-goal
507,i don't need to involve a programmer on simple email edits,Soft-goal
508,i can go extend the ad,Capability
509,"i want to be able to set my own username ,",Capability
510,"i want to be able to enter my zip code and get a list of nearby recycling facilities ,",Capability
511,"i want to be able to customise the brand name and icon , and primary color of all frontend javascript apps ,",Capability
512,i can validate compliance of an application with the zoning ordinance and impact approval / denial of the application accordingly,Capability
513,"i want to have a prominent area on the home page where i can put special announcements not necessarily news or articles ,",Capability
514,the scrum alliance can share information with me easily,Capability
515,"i want to read practicing and training applications and approve or reject them ,",Capability
516,only applicants who qualify can become csps or csts,Capability
517,"i want to see the office names derived from office codes ,",Capability
518,i can log on to the customer portal and perform transactions that first require user authentication,Capability
519,i can correctly classify anything that was entered incorrectly,Soft-goal
520,we feel confident that my information is not shared with third parties,Soft-goal
521,i want the historical fpds data loader to include both extracted historical data and fpds feed data,Capability
522,i want to see the list of rides based on my criteria,Capability
523,"i want to read a new article on the front page about once a week ,",Capability
524,i can import datasets without downloading them locally,Capability
525,i don't miss important ones,Soft-goal
526,i want to feel connected to the campus,Soft-goal
527,"i want to embed a preview button on my site ,",Capability
528,"i want the d1 file generation to be synced with the fpds data load ,",Capability
529,"i want to be able to get a set of monetary measures transferred to different currencies ,",Capability
530,i can customize the visualisations,Capability
531,i know how to use the web app,Soft-goal
532,i can show the company's support of scrum,Capability
533,"i want d files generation requests to be managed and cached ,",Task
534,"i want to set the annual fees for members , practitioners and trainers ,",Capability
535,"i want to set start publishing dates , old article date , and stop publishing dates for articles ,",Capability
536,i know how interest in a dataset relates to its actual download numbers,Soft-goal
537,i need to schedule events in an efficient manner,Task
538,owners are paired with data packagers,Capability
539,the other interested rider could see it,Capability
540,i can integrate data - packaged data with pipelines that use elasticsearch,Capability
541,i can ensure the site is locked down during the gtas submission period,Hard-goal
542,"i want to have updated error codes that accurately reflect the logic and provide enough information ,",Capability
543,"i want to map lines in my dataset using geographic data in my dataset ,",Capability
544,i know the potential scope of the ui improvements want ed,Soft-goal
545,"i want my domain models to be indexed properly ,",Capability
546,"i want to subscribe to an rss feed of articles ,",Capability
547,i would like a tool to check data availability persistence after publication,Capability
548,"i want to have the packager support constants ,",Capability
549,i want to have access to a usable service following the standard,Capability
550,it's more like the real world,Soft-goal
551,the information in the database is correct,Hard-goal
552,i want new relic to provide useful data across all applications,Soft-goal
553,"i want to see a list of all upcoming other courses and can page through them if necessary ,",Capability
554,i can provide maps that match the query,Capability
555,"i want to have an advanced search option that lets me fill in a form of search criteria ,",Capability
556,i can indicate which articles i want featured most prominently on the site,Capability
557,i like to have things color coded,Capability
558,i could have any interest for that location,Soft-goal
559,i want to receive notifications from bearfacts ( in calcentral ),Capability
560,i want to suggest the mood of mind,Capability
561,"i want to be able to provide a visualization of data in the data package ,",Capability
562,"i want to view users' stats ,",Capability
