,UserStory,Label
79,"i want to include a teaser with each article ,",Capability
80,i can validate compliance of an application with the zoning ordinance and impact approval / denial of the application accordingly,Capability
81,i can give my users a great user experience,Soft-goal
82,they can be considered for publication,Hard-goal
83,"i want to access the route planning system during work ,",Capability
84,"i want a tool that makes it easy for researchers/ users to add basic metadata to their research data ,",Soft-goal
85,"i want to read faqs ,",Capability
86,"i want to issue a development - related permit ,",Capability
87,"i want to subscribe to an rss feed of upcoming courses and events ,",Capability
88,"i want to update one of my existing courses or events ,",Capability
89,i can load all fpds data since 2007,Capability
90,i want to have personalized financial data,Capability
91,it matches the new broker design styles,Hard-goal
92,i want to be able to keep separate my personal ( and club ) tasks from my work ( academic ) tasks,Soft-goal
93,i read more,Soft-goal
94,i can associate it to the child parcel and address after the condominiums are recorded in the system,Capability
95,i can find others i might want to connect with,Capability
96,i know the potential timeline of the ui improvements wanted,Soft-goal
97,i want to have all of my financial information in one place,Capability
98,i can listen to it again,Capability
99,"i want to access old news that is no longer on the home page ,",Capability
100,"i want the d1 file generation to be synced with the fpds data load ,",Capability
101,i can ensure all pre - hearing requirements are satisfied in time for the hearing,Soft-goal
102,the best content is featured most prominently,Soft-goal
103,i want to know or view the driver's profile as well as the other rider's,Capability
104,i can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials,Capability
105,we can connect,Capability
106,my ad remains active,Capability
107,i want to share my interests,Capability
108,i can log in the system with my phone number and a password,Capability
109,duplicate requests do not cause performance issues,Capability
110,"i want to view user error logs ,",Capability
111,"i want to see the results for each trainer and averages for the class ,",Capability
112,"i want to review the code modifications submitted by the applicant ,",Capability
113,i can check which routes to take to drop off waste,Capability
114,i want to login,Task
115,"i need to be notified when geospatial attributes change ,",Capability
116,"i want to maintain a faq section ,",Capability
117,i can improve the map - based visualisations of my data,Hard-goal
118,"i want to manage hearing calendars ,",Task
119,i don't want to have to log in ; i want a responsive system that notifies me when i have a message or a payment is received,Capability
120,"i want to search the ride by source , destination , date and time",Capability
121,i know when the submission starts and ends,Capability
122,"i want to be able to import data in json ,",Capability
123,"i want to be able to change the colors of the embedded visualisations in my own platform ,",Capability
124,i want to be informed of academic calendar deadlines,Capability
125,"i want to derive fundingagencycode ,",Task
126,i want to know the information of the rider,Capability
127,"i want   to help create content mockups ,",Capability
128,i can accommodate different types of content,Task
129,i want to access two additional fields from the fpds data pull,Capability
130,"i want to request inspection ,",Capability
131,articles are published on and through appropriate dates,Capability
132,i want to pay by sms in my domestic country,Capability
133,i can get the uploaded file,Capability
134,"i want to know that my data conforms to its data package profile ,",Soft-goal
135,i want to denote an application with a final action status,Capability
136,i want to have ppopzip+4 work the same as the legal entity zip validations,Capability
137,i can choose the one i prefer,Capability
138,"i want a jquery plugin for core data packages ,",Capability
139,others can learn about me and decide if i am the right trainer for them,Soft-goal
140,i want to get access to the details of a ride,Capability
141,i want to synch my ical with the google calendar on my phone,Capability
142,"i would like to package ml datasets as data packages ,",Capability
143,i want to subscribe to any drivers or groups,Capability
144,i can track and manage bonds throughout the lifecycle of the project until release,Task
145,i can remove things that will no longer occur,Capability
146,"i want to be able to change some of the styling of the embedded viewer in my own platform ,",Capability
147,i want to search for a ride,Task
148,my dataset is more useful,Soft-goal
149,i want more information about how many rows will be published prior to deciding whether to publish,Soft-goal
150,i like to be able to adjust the colors in the applications i use,Capability
151,i get a data api and my dataset is listed in a relevant catalog,Capability
152,"i want to make my logo randomly appear on the home page ,",Capability
153,i can submit my data efficiently,Capability
154,"i want to gather data about who is using the car pooling service , how , how many times for further analysis",Task
155,i want the rider to be satified of myservice,Soft-goal
156,"i want to be able to have presented to me only features and content that are relevant to my status ,",Capability
157,"i can easily import them into my ml platform , so that i can start using the data in doing analysis",Capability
158,i'm not confused about who last updated a submission,Soft-goal
159,there is a benefit to being a member,Soft-goal
160,"i want to design a schedule from the ui sme ,",Task
161,"i want the language on fabs pages to be appropriate for me ,",Capability
162,"i want to describe myself on my own page in a semi - structured way ,",Capability
163,"i want to be able to share a view state as a url to social networks ,",Capability
164,"i want additional helpful info in the submission dashboard ,",Capability
165,"i want to link my email account to my profile ,",Capability
166,the spending lines in my dataset is more understandable,Capability
167,"i want to move on to round 3 of the help page edits ,",Capability
168,"i want to get a data package into r in seconds ,",Capability
169,"i want to post a help wanted ad ,",Capability
170,i need to schedule meetings with other students,Task
171,i can ask questions about her / his ride,Capability
172,i can manage it more easily,Task
173,i can work on a dataset before having it discoverable via openspending user interfaces,Capability
174,i could fill my availble seats or not,Capability
175,i can develop an awesome and beautiful features website,Soft-goal
176,i have visibility,Soft-goal
177,"i want to be able to use data to get results from multiple datasets ,",Capability
178,i want to ensure that fabs is deriving fields properly through a robust test file plus a follow up check,Capability
179,i want to pay for the car pooling service in function of the country he is travelling in,Hard-goal
180,"i want to know if my csv file is valid ,",Capability
181,"i want to mark my email address as private even if the rest of my profile is not ,",Capability
182,i'd like to see the syllabus without having to download it,Capability
183,i can load high quality data using data package tooling,Capability
184,i'd like campus applications to work on my phone,Hard-goal
185,i can ensure that i am reviewing the permit / application to the most current data and appropriate standards,Hard-goal
186,"i want to delete any course or event ,",Capability
187,i can earn that designation,Soft-goal
188,i can manage more efficiently,Soft-goal
189,i can not click it multiple times for the same submission,Capability
190,i can access both sides of the site,Capability
191,"i want a dat integration ,",Capability
192,anyone can unsubscribe from the service,Capability
193,i need one place to look for all my campus announcements / notifications to make sure i don't miss any,Capability
194,i need to be oriented to the campus and the various online services,Soft-goal
195,i want new relic to provide useful data across all applications,Soft-goal
196,"i want to be able to get a set of monetary measures transferred to different currencies ,",Capability
197,"i want to get a data package into clojure in seconds ,",Capability
198,i want to assign role to myself,Capability
199,i want the information to be able to access the private policy rules of the car pooling systems,Capability
200,"i want to be able to have a dashboard that shows usage stats and locations ,",Capability
201,"i want to join the scrum alliance by paying a corporate membership fee ,",Capability
202,"i want to approve each help wanted ad before it gets to the site ,",Capability
203,"i want to process the requests for zoning information ,",Capability
204,"i want to have my name listed in the registry without becoming a member of the site ,",Capability
205,i want to have the 12 - 19 - 2017 deletions processed,Capability
206,"i want to subscribe to an rss feed of articles ,",Capability
207,i'm not confused with the amounts,Soft-goal
208,i want to have links to my disparate class websites ( including piazza and edx ) collected in one place,Capability
209,i want to rate a driver and share comments,Capability
210,i want to personalize news feeds ( daily cal instead of campus news ),Capability
211,i can make sure i know all that i need to do,Soft-goal
212,i want to login to the platform,Task
213,"i want to see the upcoming courses are what i want visitors to notice ,",Capability
214,"i want to see a trainer's rating ,",Capability
215,i can visualise it on a map,Capability
216,"i want to have an app where i can find examples of use of fiscal data visualisations ,",Soft-goal
217,"i want to post comments about articles ,",Capability
218,"i want to add the gtas window data to the database ,",Capability
219,"i want to be able to easily find my class locations , and my way around campus",Capability
220,i want to have accurate and complete data related to ppopcode and ppopcongressionaldistrict,Hard-goal
221,"i want to have all data encrypted ,",Capability
222,i want to be able to distinguish or filter in assignments with deliverables ( papers ) while filtering out assignments without deliverables ( readings ),Capability
223,"i want to subscribe to an rss feed of jobs available ,",Capability
224,i want the system to identify my location,Capability
225,"i want to send a formal response to applicant ,",Capability
226,"i want the data loaded from historical fabs to include the frec derivations ,",Capability
227,i can apply for one of her / his rides on trust,Capability
228,"i want to see the office names derived from office codes ,",Capability
229,"i want to successfully conduct a plan review meeting with the applicant and record the outcome ,",Capability
230,i can allow progression through the workflow or other actions in the system now that the issue has been resolved,Capability
231,i can save money,Hard-goal
232,others can read them,Soft-goal
233,i can receive a response to a request for a meeting or information that is a result of the preapplication assistance,Capability
234,"i want to be emailed whenever a job is submitted ,",Capability
235,"i want to perform a completeness review ,",Task
236,prospective attendees can find my courses,Capability
237,"i want a landing page to navigate to either fabs or dabs pages ,",Capability
238,"i want a portable , accessible way to keep track of what i need to do",Soft-goal
239,"i want to set the listing fee per other course or event ,",Capability
240,"i want to search for profiles based on a few fields ,",Capability
241,"i want to be informed about campus events that are of interest to me ,",Capability
242,site visitors can decide if they want to read the rest,Soft-goal
243,i want to determine how agencies will generate and validate d files from fabs and fpds data,Task
244,i don't have a registration block or pay late fees,Hard-goal
245,i want to send a confirmation sms,Capability
246,i can know clearly about the driver,Soft-goal
247,"i like to keep my personal , work / club and course email separate",Capability
248,"i want to see correct status labels on the submission dashboard ,",Capability
249,i can read more about a trainer before registering for a course,Capability
250,"i want to manage ordinances ,",Task
251,"i want to prepare for and support hearing execution ,",Task
252,"i want to evaluate consistency with the comprehensive plan ,",Task
253,"i want to be able to translate my eml dataset to a data package ,",Capability
254,i can indicate which articles i want featured most prominently on the site,Capability
255,students could find clubs they are interested in,Capability
256,"i want to be able to filter , sort and aggregate data by multiple dimensions and measures ,",Capability
257,i can integrate it and implement certain features in my own ios application,Capability
258,i can fulfill a request,Capability
259,visitors are incentivized to become members,Soft-goal
260,i would like help setting a budget,Capability
261,"i want to track the completion of required plan reviews ,",Capability
262,"i want to know when the submission periods start and end ,",Capability
263,"i want to have a website that is easy to use ,",Soft-goal
264,"i want the frontend urls to more accurately reflect the page i'm accessing ,",Capability
265,i can go extend the ad,Capability
266,"i want to capture a hearing decision ,",Capability
267,i can integrate data - packaged data with pipelines that use elasticsearch,Capability
268,i can showcase my experience,Task
269,"i want to remove a hold ,",Capability
270,i can fix my submission,Capability
271,"i would like an integration with excel ,",Capability
272,"i want to visualize by default in treemap , bubble tree , map and pivot table the most recent year when my dataset contain multiple years ,",Capability
273,the site has plenty of content,Soft-goal
274,"i want to add donation centers as favorites on my profile ,",Capability
275,"i want to perform a staff review ,",Task
276,"i want to get a data package into python in seconds ,",Capability
277,i can learn from them or use them,Task
278,i can access things i remember from the past or that others mention to me,Capability
279,i want to generate and validate d files from fabs and fpds data,Capability
280,"i want to make it easy to prove that our published data is valid ,",Soft-goal
281,i can find an optimal route and schedule,Capability
282,"i would like to be able to easily see how much my assignments count towards my grade , and would like to see my grades in the context of the syllabus",Capability
283,i want the maximum length allowed for legalentityaddressline3 to match schema,Capability
284,i'd like a map and walking directions for the campus,Capability
285,site visitors can choose wisely,Soft-goal
286,"i want to reset the environment to only take staging max permissions ,",Capability
287,"i want the duns validations to accept records whose actiondates are before the current registration date in sam , but after the initial registration date",Capability
288,i want to be able to filter my email,Capability
289,i can use it flexibly,Soft-goal
290,i want to see a plan of what classes are planned for the upcoming 3 - 4 years,Capability
291,"i want to be able to import data from a google spreadsheet ,",Capability
292,my cst status is active,Capability
293,i don't miss important ones,Soft-goal
294,it's no longer listed if i cancel for some reason,Capability
295,i want to arrange the list of the driver that i search,Capability
296,"i want to be able to set my own username ,",Capability
297,"i want to be able to normalise measures by gdp ,",Capability
298,"i want hdf5 integration ,",Capability
299,i can ensure compliance with the requirements prior to the hearing,Soft-goal
300,"i want to easily discover campus resources such as health benefits , housing options , and how to get around campus",Soft-goal
301,"i want to set start publishing dates , old article date , and stop publishing dates for articles ,",Capability
302,i can enforce the system,Soft-goal
303,i can accept / refuse as soon as possible,Capability
304,i can complete my required review of a plan set and/or application,Task
305,"i want to assign a hearing date ,",Task
306,"i want to download presentations , pdfs , etc on scrum ,",Capability
307,i can build user experiences based on more than one dataset more easily,Soft-goal
308,during discovery i don't miss anything,Soft-goal
309,i can easily design my website,Task
310,"i want to conduct inspections ,",Task
311,i get them done on time and don't forget any of them,Hard-goal
312,i want to select the ride characteristics,Capability
313,i can see only what is relevant or meaningful to me,Soft-goal
314,"i want to customize an existing wizard for my specific type of data ,",Capability
315,"i want to know how many users have previewed a dataset ,",Capability
316,i can quickly find what i am looking for,Soft-goal
317,"i want to receive a reminder and a link ,",Capability
318,"i want to submit my data elements surrounded by quotation marks ,",Capability
319,i can approve any that need to be approved,Capability
320,i can prioritize,Task
321,"i want to track the issues that come up in tech thursday ,",Capability
322,i can store my data in plaintext while still retaining its metadata,Capability
323,"i'd like to see events and Capability for a month at a time ,",Capability
324,"i want to complete building development project ,",Capability
325,i can ensure the site is locked down during the gtas submission period,Hard-goal
326,i have a reason to use the website,Soft-goal
327,i can remove unwanted data from openspending,Capability
328,"i want to have accurate , clear presentation of add / drop dates & processes",Soft-goal
329,"i want to be able to update my information and the type of material i accept ,",Capability
330,it's more like the real world,Soft-goal
331,i can track hearing - related activities and due dates,Capability
332,i'd like to be able to bookmark class sites that aren't automatically included ( piazza ) in calcentral,Capability
333,"i want to read practicing and training applications and approve or reject them ,",Capability
334,"i want to have a flexible api using hasc codes for countries , regions and cities ,",Soft-goal
335,i can have appropriate context for understanding them,Soft-goal
336,"i want to edit and delete help wanted ads ,",Capability
337,i want to feel connected to the campus,Soft-goal
338,i want to be planning my schedule all semester,Task
339,i want to use the application on my smartphone,Hard-goal
340,"i want to list my upcoming classes in my profile and include a link to a detailed page about each ,",Capability
341,"i want to be able to manage / integrate my personal budget ,",Task
342,"when i store my dataset in github , i donâ€ ™ t have to retype descriptive information about my dataset",Capability
343,"i want to mark my profile as private in which case only my name will appear ,",Capability
344,"i want to access published fabs files ,",Capability
345,i can see the new files as they come in,Capability
346,i know how much money i have,Capability
347,i can log on to the customer portal and perform transactions that first require user authentication,Capability
348,i want to clarify to users what exactly is triggering the cfda error code in each case,Capability
349,i can propose ride to go from a to b,Task
350,i remain sufficiently and easily informed,Soft-goal
351,i want to get file f in the correct format,Capability
352,it is more useful to others and can be used better with tools like visualization programs,Soft-goal
353,i can delegate data validation to a third party,Capability
354,"i want to include additional details in my profile page about me ,",Capability
355,i want to post or create a ride,Capability
356,i want to be able to view a map display of the special waste drop off sites around my area,Capability
357,"i want to quickly access broker application data ,",Capability
358,i can view them later,Capability
359,i can make sure the appropriate inspector receives the work,Capability
360,i want to be able to add a Capability on the dashboard,Capability
361,i'd like to check off and see my completed Capability,Capability
362,i can successfully update the transactional parcel pin to reference the gis layer where the split or merged parcel pin exists,Capability
363,i want to have all derived data elements derived properly,Soft-goal
364,"i want to be able to share information about important dates , deadlines & events with my friends",Capability
365,i can output cleaned data packages,Capability
366,i want to move people in a trainer's class from a pending state to the registry once i have received proof of payment from the trainer,Capability
367,"i want to access an api from the website ,",Capability
368,the driver knows about it,Soft-goal
369,i am aware of it and can decide if i want to post it,Capability
370,"i want to research requirements and to select a service ,",Task
371,i can offer the seat,Task
372,i need to schedule events in an efficient manner,Task
373,they register and there's a benefit to my membership,Task
374,my dataset is more engaging for non - technical users,Soft-goal
375,i can integrate data - packaged data with pipelines that use dat,Capability
376,"i want to have a view on all the datasets i have published ,",Capability
377,i want to contact to the driver,Capability
378,i can provide formal communication to the responsible party,Capability
379,i can build alternative displays of the data,Capability
380,i want to make some updates to the sql codes for clarity,Capability
381,i can correct or enhance existing data,Capability
382,"i want to have full access to data related to my company ,",Capability
383,i can use data packages in workflows that involve ms - sql,Capability
384,i want to order a ride,Capability
385,i need to filter out email that isn't important to me,Capability
386,i can understand localised amounts in non - localised figures,Soft-goal
387,i'd like to see how much i owe on my ucb bill,Capability
388,only applicants who qualify can become csps or csts,Capability
389,"i want to be able to get back to the home page quickly and easily ,",Capability
390,"i want to be able to get a relative percentage of a measure to the total of the dataset it comes from ,",Capability
391,"i am only looking at data that is relevant to me ( because i'm an international student , do not show financial aid information )",Soft-goal
392,"i want to have access to test features in environments other than staging ,",Capability
393,i want the riders to pay by credit card,Capability
394,"i want to see a list of all upcoming events ,",Capability
395,"i want to see new content when i come to the site ,",Capability
396,"i want to have some flexibility as to where things appear ,",Soft-goal
397,i can give feedback or ask for help,Task
398,"i want to be able to filter notifications , filter out or flag items ( university - wide items from instructor items ) ,",Capability
399,"i want to get a data package into julia in seconds ,",Capability
400,i want to search for the available rides using the voice recognition,Capability
401,i want to have the system email me a new password or a password reminder since i have short - term memory problems,Capability
402,"i want to edit any site member profile ,",Capability
403,i want to read the entire article,Capability
404,"i want an spss integration ,",Capability
405,"i want to have pretty good control over how the article ,",Soft-goal
406,i can feel trust in the validity and usefulness of the data,Soft-goal
407,i can validate when an application is complete and eligible for further technical review,Capability
408,"i want to be able to dynamically request polygons based on the query made ,",Capability
409,i can embed data summaries across sites,Capability
410,"i want to add reference data on inflation to my spending dataset ,",Capability
411,"i want to create the content of the what is scrum section ,",Capability
412,"i want to have a view on all datasets published by all users ,",Capability
413,i can plan ahead,Task
414,i can fix or review any issues that are being faced by users of the system,Task
415,"i want to have the packager support constants ,",Capability
416,"i want to check the status of a transaction ,",Capability
417,i can be as efficient as possible both in task - entering and managing my time,Soft-goal
418,"i want to assign an application for detailed review ,",Capability
419,i can fix possible data issues before publishing it on open spending,Capability
420,"i want to assign plans for review ,",Capability
421,i want to be able to view the safe disposal events currently being organised around my area,Capability
422,i want to better understand my file - level errors,Soft-goal
423,"i want to click the link from the article teaser to take me directly to the body of the article not to another teaser setup ,",Capability
424,i want to store my data quickly and easily online,Capability
425,i can bring the required parties together at a specific date / time to address an issue,Capability
426,i can integrate data - packaged data with pipelines that use eprints,Capability
427,i want to have my validations run in a reasonable amount of time,Capability
428,i can relate to as the central hub of fiscal openness,Soft-goal
429,the scrum alliance can share information with me easily,Capability
430,i want to add useful metadata or add in new data columns to make the dataset more useful,Capability
431,"i want to be able to normalise measures by population ,",Capability
432,the payment by sms has been performed,Capability
433,i can validate customer compliance with code and regulations and provide results of the inspection to the customer,Capability
434,"i want to manage plan reviewer workload ,",Task
435,i can successfully send the notice of violation document to the property owner and log information about the action,Capability
436,"i want to schedule user testing ,",Task
437,"i want an microsoft power bi integration ,",Capability
438,i want the fabs validation rules to accept zero and blank for loan records,Capability
439,"i could view the latest information concerning the driver , destination , time , available seats",Capability
440,i can prevent spamming on the websites,Capability
441,"i want an app that generates an openrefine reconciliation api endpoint from a tabular data package ,",Capability
442,i can have a sense of what people are doing on our sites and know the service status,Soft-goal
443,i want to provide fabs groups that function under the frec paradigm,Capability
444,i want to access the raw agency published files from fabs via usaspending,Capability
445,i can add data to the datastore in bulk from the command line or my own programs,Capability
446,"i want to have an advanced search option that lets me fill in a form of search criteria ,",Capability
447,i want to use the schema headers in my fabs file,Capability
448,"i want to manage affidavits ,",Task
449,"i want to understand the ways in which my data is invalid ,",Soft-goal
450,"i want to have read - only access to dabs ,",Capability
451,i can more easily understand what i am viewing,Soft-goal
452,"i want to one place to easily find clubs that are relevant to my interests , academic pursuits and career goals",Capability
453,i can use it to apply to form control that uses a core dataset for autocompletion,Hard-goal
454,i can know for sure my waste is not going to leave a negative ecological footprint,Hard-goal
455,"i want more help knowing who to turn to when i have a problem , and be encouraged to do so",Capability
456,"i want to use a command line tool that allows met to validate data ,",Capability
457,"i want to delete one of my courses or events ,",Capability
458,i want to be able to find important emails even when i'm offline,Capability
459,the other riders can see my opinion,Capability
460,"i want to add recycling center information ,",Capability
461,i can finish it,Capability
462,"i want to see a list of all upcoming certification courses and can page through them if there are a lot ,",Capability
463,we feel confident that my information is not shared with third parties,Soft-goal
464,i can schedule and assign the inspection,Task
465,i want the application to automatically suggest the similar macth with other riders,Capability
466,a county inspector is assigned to perform an inspection of my project,Task
467,i can easily finish the article,Capability
468,others know my certifications when reading,Soft-goal
469,i can provide maps that match the query,Capability
470,my calendar is always with me,Hard-goal
471,i want to update the broker validation rule table to account for the rule updates in db-2213,Capability
472,"i would like access to "" deals "" from local food vendors",Capability
473,i would like to see financial information that is relevant to me ( do not show financial aid info ),Capability
474,i can know the time of leaving,Hard-goal
475,"i want netcdf integration ,",Capability
476,i can use it to clean messy data,Soft-goal
477,i want to create a group in the application,Capability
478,"i want to be notified about the results of surveys about my classes ,",Capability
479,"i want to get a data package into c++ in seconds ,",Capability
480,i can use color to see at a glance the different categories of things i have to do,Capability
481,"i want an integration with ,",Capability
482,i have them,Soft-goal
483,"i want to send or post citations and fines ,",Capability
484,it reflects accurate information,Soft-goal
485,i want to contact a possible driver directly though the carpooling system using sms or calling the driver,Task
486,"i want to be able to import data in excel ,",Capability
487,i can ensure compliance with and satisfaction of the proffer in the future,Soft-goal
488,i can integrate data - packaged data with pipelines that use mongo,Capability
489,i can find guidance in creating my own with open spending,Capability
490,"i want to add a doi to a dataset ,",Capability
491,i want all historical financial assistance data loaded for fabs go - live,Capability
492,"we would like to have a shared space to post flyers , to promote events",Capability
493,"i want to redesign the resources page ,",Task
494,"i want to add general reference data to my narrow dataset ,",Capability
495,"i want a tool that can generate basic statistics about a dataset ,",Capability
496,"i want to be able to log better ,",Soft-goal
497,"i want to load an excel file into the site ,",Capability
498,i can find an answer quickly,Capability
499,"i want to be able to anonymously view public information ,",Capability
500,"i want to know what my data needs to be able to be visualised on a map ,",Capability
501,others see the company's support of scrum,Capability
502,"i want to manage bonds ,",Task
503,"i want to see a list of the most popular items on the site ,",Capability
504,"i want to be able to get a csv output of any cube - based query ,",Capability
505,i can correct problems for members,Hard-goal
506,i can be totally on top of my progress,Capability
507,i can integrate data - packaged data with pipelines that use feather,Capability
508,the course participants are added to the scrum alliance records,Capability
509,i want to ensure i don't overlook important emails,Soft-goal
510,"i want to attend some ui / ux lessons ,",Capability
511,i can see if there any i am interested in,Capability
512,no one can contact me,Soft-goal
513,i can get recommendations for recycling centers that best fit my availability,Capability
514,"i want to be able to customize features and content ,",Capability
515,i want to have the news feed from the application,Capability
516,"i want to use bootstrap in the process of developing ,",Capability
517,"i want to design an audit from the ui sme ,",Task
518,"i want to be able to hide any dataset already added as public ,",Capability
519,"i want to make sure the historical data includes all necessary columns ,",Hard-goal
520,i don't end up in a class i don't want by mistake ( which happened ),Soft-goal
521,"i want an dspace integration ,",Capability
522,i want a better explanation of housing options available to me,Soft-goal
523,i can contact to the driver,Capability
524,i come back more often,Soft-goal
525,"i want to be able to edit a dataset i have published ,",Capability
526,my data is more easily discoverable,Soft-goal
527,i can access to the history of rides i gave,Capability
528,i don't bounce immediately oï¬€ the page,Soft-goal
529,"i want to have my dataset update automatically as the source file / files changes ,",Capability
530,i can show the company's support of scrum,Capability
531,they are aware of their contributions to making broker a better ux,Soft-goal
532,i can arrange drop - offs on my off days or during after - work hours,Capability
533,i can monitor and effectively adjust workload as necessary and ensure service levels are met,Task
534,i want to book a ride when it is aviable,Task
535,the riders confirm firmly their seat,Capability
536,"i want to have something that presents and helps me keep track of all the steps for Capability ( attaining california residency , graduation - related items )",Capability
537,"i want to have accurate , clear presentation of waitlist and enrollment data",Soft-goal
538,i can fix things the original author hasn't,Capability
539,others can use this information,Soft-goal
540,"i want to be able to search any dataset published and publicly accessible by their title and metadata ,",Capability
541,"i want to update any course or event ,",Capability
542,i can share data that i have found with others,Capability
543,i can provider wider visual context for mapping visualisations,Capability
544,the riders can apply for the ride with full knowledge of the conditions,Capability
545,"i want to make it easy to assess the quality of data stored by the government ,",Soft-goal
546,i know what to test and what want s to be fixed,Soft-goal
547,i can ensure that the fabs testers no longer have access,Hard-goal
548,"i want to be charged a fee once i am approved for practitioner status ,",Capability
549,"i want to get a data package into node ,",Capability
550,i can effectively planning my academic career,Task
551,"i want to leave off the last 4 digits of the zip without an error ,",Capability
552,"i want to get a data package into stata in seconds ,",Capability
553,i can better manage submissions and ig requests,Task
554,"i want to edit the content of the email automatically sent to new certified scrum masters and product owners ,",Capability
555,i can benefit from better tooling and standardization,Soft-goal
556,i can start using the data for doing analysis and visualizations,Task
557,i have an accurate reference for my agency submissions,Soft-goal
558,"i want to resubmit plans ,",Capability
559,i want to see the top destination,Capability
560,"i want to be able to persistently store visualisation state in the database ,",Capability
561,i can attract candidates,Soft-goal
562,"i want the publish button in fabs to deactivate after i click it while the derivations are happening ,",Capability
563,"i want to be able to get the hours of each recycling facility ,",Capability
564,"i want to show my rating up on my profile page ,",Capability
565,i can review the for compliance and subsequently approved or denied,Capability
566,"i want to modify my application ,",Capability
567,my methodology is transparent and can be rerun by others,Soft-goal
568,i am up on all the latest happenings,Soft-goal
569,i can complete my submissions,Capability
570,"i want to specify the conditions of the ride ( price , size of bags , pets allowed or not , disposed to talk or not )",Capability
571,"i want to be able to easily find campus resources even if they aren't in a clear category ( my campus potentially overlapping catgories ) ,",Soft-goal
572,i can use it offline,Soft-goal
573,i can get more granular views on the data,Capability
