,UserStory,Label
155,the scrum alliance doesn't charge itself for scrum gatherings that it puts on,Capability
156,"i want to be able to log better ,",Soft-goal
157,i want to have up to date information when planning my schedule ( pain point : isn't always correct ),Capability
158,"i want to easily discover campus resources such as health benefits , housing options , and how to get around campus",Soft-goal
159,"i want to have my name listed in the registry without becoming a member of the site ,",Capability
160,"i want to write an article for the site with a small graphic shown with the article showing my csp or cst status ,",Capability
161,i can load high quality data using data package tooling,Capability
162,i want to pay by sms in my domestic country,Capability
163,i can satisfy communication and records responsibilities,Soft-goal
164,"i want to connect with people who have similar interests , possibly by sharing my interests",Capability
165,"i want to set the listing fee per other course or event ,",Capability
166,i want to use gps positioning to get an instance transport offer,Capability
167,"i want to do exploratory data analysis in r and operationalize that analysis in python ,",Capability
168,"i want the frontend urls to more accurately reflect the page i'm accessing ,",Capability
169,only applicants who qualify can become csps or csts,Capability
170,i want to be able to keep track of which emails are important to come back to,Capability
171,"i want my domain models to be indexed properly ,",Capability
172,i can get a quick preview of the data,Soft-goal
173,"i want to have read - only access to dabs ,",Capability
174,i can build user experiences based on more than one dataset more easily,Soft-goal
175,i want to send a confirmation sms,Capability
176,"i want to have full access to data related to my company ,",Capability
177,prospective attendees can find my courses,Capability
178,"i want to prepare for and support hearing execution ,",Task
179,i can find the place,Capability
180,i can integrate data - packaged data with pipelines that use dat,Capability
181,"i want to view all classes in a pending state ,",Capability
182,"i want to know when the submission periods start and end ,",Capability
183,i want to contact a possible driver directly though the carpooling system using sms or calling the driver,Task
184,i want to have links to my disparate class websites ( including piazza and edx ) collected in one place,Capability
185,i can make sure that government is living up to its transparency commitments,Soft-goal
186,i can know how to fix it,Soft-goal
187,i can create a new one,Capability
188,"i want to link the sample file on the "" what you want   to submit "" dialog to point to the correct file ,",Capability
189,"i want to reply to user questions ,",Capability
190,i know i am in the right place,Soft-goal
191,i want to be confident that the data coming from sam is complete,Hard-goal
192,i want to have a secured way of payment,Capability
193,"i want to be able to provide the platform administrator with additional geojson sources ,",Capability
194,i have a reason to use the website,Soft-goal
195,i can use it to apply to form control that uses a core dataset for autocompletion,Hard-goal
196,"i want to set the following dates on a news item : start publishing date , old news date , stop publishing date ,",Capability
197,i can allow progression through the workflow or other actions in the system now that the issue has been resolved,Capability
198,i want to synch my ical with the google calendar on my phone,Capability
199,"i want to see a list of all upcoming certification courses and can page through them if there are a lot ,",Capability
200,i want to pay for the carpooling service in function of the country he is travelling in,Hard-goal
201,"i want to perform a completeness review ,",Task
202,i want to send a message to a driver,Capability
203,"i want to include additional details in my profile page about me ,",Capability
204,"i want to have a flexible api using hasc codes for countries , regions and cities ,",Soft-goal
205,i want the application to automatically suggest the similar macth with other riders,Capability
206,i can satisfy an applicant's request for service that has proven to be eligible and in compliance with the zoning ordinance,Capability
207,"i want to schedule a meeting ,",Task
208,i can apply for one of her / his rides on trust,Capability
209,"i want to have consistent use of colour on map visualisations ,",Soft-goal
210,i can quickly see my submission history,Capability
211,i want to consult the experience of the driver,Capability
212,it's no longer listed if i cancel for some reason,Capability
213,i get a data api and my dataset is listed in a relevant catalog,Capability
214,i can successfully update the transactional parcel pin to reference the gis layer where the split or merged parcel pin exists,Capability
215,"i want a portable , accessible way to keep track of what i need to do",Soft-goal
216,"i can obtain publicly available information concerning properties , county services , processes and other general information",Capability
217,"i want to be able to use data to get results from multiple datasets ,",Capability
218,i can log on to the customer portal and perform transactions that first require user authentication,Capability
219,i am up on all the latest happenings,Soft-goal
220,my ratings are accurate,Hard-goal
221,i can build alternative displays of the data,Capability
222,"i want to include a teaser with each article ,",Capability
223,i know why my submission didn't work,Soft-goal
224,"i want to be able to save new visualizations ,",Capability
225,i want to book a ride when it is aviable,Task
226,i can show the company's support of scrum,Capability
227,i want the information to be able to access the private policy rules of the car pooling systems,Capability
228,i can attract candidates,Soft-goal
229,i know when the submission starts and ends,Capability
230,i want to propose a ride,Hard-goal
231,i want my Capability to disappear ( from the a&t graphic ) after i've completed them,Capability
232,"i want to conduct and track plan amendments and planning studies ,",Task
233,i can perform management actions on my own datasets,Task
234,my data is more easily discoverable,Soft-goal
235,articles appear only during appropriate periods,Capability
236,i know how to use the web app,Soft-goal
237,i can keep them updated about features we have on our website,Soft-goal
238,i can make sure the appropriate inspector receives the work,Capability
239,i know when it was updated,Capability
240,"i want to be able to easily find campus resources even if they aren't in a clear category ( my campus potentially overlapping catgories ) ,",Soft-goal
241,i know how interest in a dataset relates to its actual download numbers,Soft-goal
242,my agency codes are correct in the publishedawardfinancialassistance table,Hard-goal
243,"i want to be able to download an image ofa particular view state ,",Capability
244,i want to have accurate and complete data related to ppopcode and ppopcongressionaldistrict,Hard-goal
245,"i want to delete any course or event ,",Capability
246,my certification status can be activated,Capability
247,"i want an integration with zenodo ,",Capability
248,i want the rider to be satified of myservice,Soft-goal
249,i can find the relevant service and/or application type to initiate via the online portal,Capability
250,"i want to be able to normalise measures by geographical area ,",Capability
251,i can find a suitable customer,Capability
252,i can integrate data - packaged data with pipelines that use elasticsearch,Capability
253,the spending lines in my dataset is more understandable,Capability
254,"i want to leave off the last 4 digits of the zip without an error ,",Capability
255,"we would like to have a shared space to post flyers , to promote events",Capability
256,i can meet with the plan review staff regarding the plan review,Capability
257,i can provider wider visual context for mapping visualisations,Capability
258,i can ensure compliance with and satisfaction of the proffer in the future,Soft-goal
259,"i want to be able to anonymously view public information ,",Capability
260,"i want to know how many users have previewed a dataset ,",Capability
261,students could find clubs they are interested in,Capability
262,"i want to visualize by default in treemap , bubble tree , map and pivot table the most recent year when my dataset contain multiple years ,",Capability
263,"i want to be able to get bordering regions|cities when i query a region|city ,",Capability
264,i want access to my data even when i'm not online,Capability
265,my dataset is more engaging for non - technical users,Soft-goal
266,i can model dimensions that may not exist in the source file,Task
267,i want to be notified that a candidate rider applied for one of my rides,Capability
268,i can receive a response to a request for a meeting or information that is a result of the preapplication assistance,Capability
269,"i want to redesign the resources page ,",Task
270,i want to login,Task
271,"i want to successfully conduct a plan review meeting with the applicant and record the outcome ,",Capability
272,i want to have the 12 - 19 - 2017 deletions processed,Capability
273,"my data is findable , and i can have a data api",Soft-goal
274,i can go from a to b,Hard-goal
275,i know the potential scope of the ui improvements want ed,Soft-goal
276,i can work on a dataset before having it discoverable via openspending user interfaces,Capability
277,"i want to send a formal response to applicant ,",Capability
278,"i want to be able to delete any dataset published ,",Capability
279,"i want to set start publishing dates , old article date , and stop publishing dates for articles ,",Capability
280,"i want to conduct inspections ,",Task
281,i want to update the fabs sample file to remove fundingagencycode after fabs is updated to no longer require the header,Capability
282,"i am only looking at data that is relevant to me ( because i'm an international student , do not show financial aid information )",Soft-goal
283,"i want to track the completion of required plan reviews ,",Capability
284,"i want to be able to import data from fiscal data package descriptor file ,",Capability
285,"i want to develop a staff report ,",Task
286,i can get the uploaded file,Capability
287,i can validate customer compliance with code and regulations and provide results of the inspection to the customer,Capability
288,i want to have personalized financial data,Capability
289,i can publish and distribute the report according to business rules,Task
290,i can cite it in papers stored with the data,Capability
291,"when i store my dataset in github , i donâ€ ™ t have to retype descriptive information about my dataset",Capability
292,"i want to have a blog that highlights any and all projects in the open fiscal space ,",Capability
293,i can bring the required parties together at a specific date / time to address an issue,Capability
294,i can get quick answers,Capability
295,"i want to get a data package into clojure in seconds ,",Capability
296,i want to see updated financial assistance data daily,Capability
297,she would like uc berkeley systems to handle her address and not make her re - enter it every time,Capability
298,"i want to be able to translate my eml dataset to a data package ,",Capability
299,"i would like to create a web socket protocol for frictionless data tools ,",Capability
300,i'd like to see how much i owe on my ucb bill,Capability
301,i can perform management actions on any dataset,Task
302,i can feel trust in the validity and usefulness of the data quickly and in the context of my command line workflow,Soft-goal
303,i want to make sure i don't miss any deadlines,Soft-goal
304,"i want hdf5 integration ,",Capability
305,i can brand it to my own organisation's color scheme,Capability
306,"i want to be able to normalise measures by gdp ,",Capability
307,"i want to be able to reference a remote - controlled vocabulary for my dataset ,",Capability
308,"i want to move on to round 2 of the help page edits ,",Capability
309,i'd like to be able to post to multiple places at once ( calcentral & facebook ),Capability
310,"i want to create a user testing summary from the ui sme ,",Capability
311,"i want to issue the zoning - related permits ,",Capability
312,i can validate compliance of an application with the zoning ordinance and impact approval / denial of the application accordingly,Capability
313,it reflects accurate information,Soft-goal
314,i can get recommendations for recycling centers that best fit my availability,Capability
315,anyone can unsubscribe from the service,Capability
316,"i want to customize an existing wizard for my specific type of data ,",Capability
317,the course participants are added to the scrum alliance records,Capability
318,i come to the site for my agile news and learning,Capability
319,i want to upload and validate the error message to have accurate text,Capability
320,"i want to manage plan reviewer workload ,",Task
321,i can prevent progression through the workflow or other actions in the system until the issue is resolved,Capability
322,i want to be able to find important emails even when i'm offline,Capability
323,"i want to subscribe to an rss feed of jobs available ,",Capability
324,"i want to do a full - text search of article body , title , and author name ,",Capability
325,i'd like a map and walking directions for the campus,Capability
326,i can know what ui improvements we will follow through on,Soft-goal
327,"i want an app that acts as a match - making service for packaging data ,",Capability
328,my cst status is active,Capability
329,"i want to be able to give my email id ,",Capability
330,"i want to record an internal note ,",Capability
331,i can use color to see at a glance the different categories of things i have to do,Capability
332,"i want to view a course i can click on the trainer's name and be taken to the trainer's profile ,",Capability
333,"i want to post a help wanted ad ,",Capability
334,i want to send the request for the ride,Capability
335,i want to assign role to myself,Capability
336,i am more comfortable in using the car pooling service,Soft-goal
337,"i want to view a section of the website that teaches me the basics of what scrum is ,",Capability
338,it is more findable and therefore useful,Soft-goal
339,"i want to review the code modifications submitted by the applicant ,",Capability
340,"i want to add general reference data to my narrow dataset ,",Capability
341,"i want to track the draft proffers ,",Capability
342,i can customise the branding for my own needs,Capability
343,"i would like to be able to easily see how much my assignments count towards my grade , and would like to see my grades in the context of the syllabus",Capability
344,i'd like campus applications to work on my phone,Hard-goal
345,"i want to view user error logs ,",Capability
346,it's more like the real world,Soft-goal
347,i can go extend the ad,Capability
348,"i want to know if my csv file is valid ,",Capability
349,i want to rate a driver and share comments,Capability
350,"i want to delete one of my courses or events ,",Capability
351,i can view dabs pages without wanting two sets of permissions,Capability
352,no one can learn things about me i don't want shared,Soft-goal
353,"i want   to help create content mockups ,",Capability
354,"i want to have something that presents and helps me keep track of all the steps for Capability ( attaining california residency , graduation - related items )",Capability
355,i want to suggest the mood of mind,Capability
356,i know i can pay my bills,Capability
357,"i want to be able to provide a visualization of data in the data package ,",Capability
358,"i want an integration with ,",Capability
359,i can approve any that need to be approved,Capability
360,"i can understand where the provisioning of my service is in the process , such as information related to service levels , fees , plan review , permit , or inspection results",Soft-goal
361,i want to post or create a ride,Capability
362,"i want to have accurate , clear presentation of add / drop dates & processes",Soft-goal
363,i can use the data in other tools,Capability
364,i don't miss important ones,Soft-goal
365,"i want to have articles that interest me and are easy to get to ,",Soft-goal
366,i like to be able to adjust the colors in the applications i use,Capability
367,"i want to add reference data on inflation to my spending dataset ,",Capability
368,i want to select the ride characteristics,Capability
369,i can log in the system with my phone number and a password,Capability
370,i can see the new files as they come in,Capability
371,i want to see a plan of what classes are planned for the upcoming 3 - 4 years,Capability
372,i can investigate issues,Task
373,i can pay by credit card,Capability
374,i want to pay my bills with a credit card,Capability
375,i want to generate and validate d files from fabs and fpds data,Capability
376,i can present the application to the appropriate governing body within the timelines dictated by the relevant county rules and procedures,Task
377,i want the flexfields in my submission file to appear in the warning and error files when the only error is a missing required element,Capability
378,"i want validate my data with a minimum of clicks ,",Capability
379,"i want to be able to translate the data types hierarchies of the viewer while in embed mode ,",Capability
380,"i want to have accurate information about required , breadth & major requirements ,",Capability
381,i don't list events i don't really intend to hold,Capability
382,i want the maximum length allowed for legalentityaddressline3 to match schema,Capability
383,i need to define the amount and the driver,Capability
384,"i want to include additional details about me in my profile page ,",Capability
385,i want to denote an application with a final action status,Capability
386,i can review the for compliance and subsequently approved or denied,Capability
387,i want to know or view the driver's profile as well as the other rider's,Capability
388,i want to order a ride,Capability
389,"i want to access published fabs files ,",Capability
390,"i want to send or post citations and fines ,",Capability
391,i want to get file f in the correct format,Capability
392,"i want to issue a development - related permit ,",Capability
393,i can test any nonprod feature in any environment,Task
394,"i want to be able to set my own username ,",Capability
395,"i can review the request and if approved , associate it with the appropriate project",Task
396,"i want to be able to understand if a user is a publisher ,",Soft-goal
397,i can read them without visiting the site,Capability
398,i can provide formal communication to the responsible party,Capability
399,i want to be sure that usaspending only send grant records to my system,Soft-goal
400,"i would like an integration with open refine ,",Capability
401,the scrum alliance can share information with me easily,Capability
402,"i want to manage approved proffers ,",Task
403,i want to be able to filter my email,Capability
404,i want to be able to keep separate my personal ( and club ) tasks from my work ( academic ) tasks,Soft-goal
405,"i want to be able to import data in json ,",Capability
406,i can indicate which articles i want featured most prominently on the site,Capability
407,visitors are incentivized to become members,Soft-goal
408,i can complete my required review of a plan set and/or application,Task
409,i want to have my validations run in a reasonable amount of time,Capability
410,"i want to be able to easily find my class locations , and my way around campus",Capability
411,"i want to create each condo unit ,",Capability
412,"i want to get a data package into r in seconds ,",Capability
413,i want to see the map of the destination,Capability
414,i can review revised plans,Capability
415,"i want to add a doi to a dataset ,",Capability
416,i can register to the service,Task
417,i don't want to have to log in ; i want a responsive system that notifies me when i have a message or a payment is received,Capability
418,i can integrate data - packaged data with pipelines that use eprints,Capability
419,i can accept / refuse as soon as possible,Capability
420,the other riders can see my opinion,Capability
421,i can prioritize,Task
422,i can learn from them or use them,Task
423,"i want to publish data packages to ckan ,",Capability
424,"i want to have a functioning python client ,",Capability
425,"i want to update any course or event ,",Capability
426,"i want to request a plan review meeting ,",Capability
427,"i want to make sure the historical data includes all necessary columns ,",Hard-goal
428,"i can easily import them into my ml platform , so that i can start using the data in doing analysis",Capability
429,"i want to see the office names derived from office codes ,",Capability
430,"i want an dspace integration ,",Capability
431,i want to comment on the ride and its driver,Capability
432,the information in the database is correct,Hard-goal
433,i can justify padding,Task
434,i can be guided through the neighbourhood,Soft-goal
435,"i want to be able to import data in excel ,",Capability
436,the payment by sms has been performed,Capability
437,i can start using the data in doing analysis and visualizations,Task
438,i want more information about how many rows will be published prior to deciding whether to publish,Soft-goal
439,"i want to add the gtas window data to the database ,",Capability
440,"i want to receive notifications on my mobile device ( iphone ) , such as grade posting notices",Capability
441,i can process cases the first time,Capability
442,i can ask questions about her / his ride,Capability
443,"i want to have a flexible pick up time ,",Soft-goal
444,"i want to list my upcoming classes in my profile and include a link to a detailed page about each ,",Capability
445,"i want to be able to enter my zip code and get a list of nearby recycling facilities ,",Capability
446,"i want to know as soon as i visit what on earth scrum is and why it needs an alliance ,",Soft-goal
447,i can arrange drop - offs on my off days or during after - work hours,Capability
448,i can know clearly about the driver,Soft-goal
449,"i want a jquery plugin for core data packages ,",Capability
450,"i want an app that generates an openrefine reconciliation api endpoint from a tabular data package ,",Capability
451,"i want to get a data package into node ,",Capability
452,i can read more about a trainer before registering for a course,Capability
453,"i want to prevent users from double publishing fabs submissions after refreshing ,",Capability
454,"i want to add an article to the site ,",Capability
455,i can finish articles that appeal to me,Capability
456,"i want to know what my data needs to be able to be visualised on a map ,",Capability
457,i can make sure i know all that i need to do,Soft-goal
458,"i want to ensure the broker resources , validations , and p&p pages are updated appropriately for the launch of fabs and daims",Capability
459,i can get a temporary password in case i forget my own one,Capability
460,i can view them later,Capability
461,i can access both sides of the site,Capability
462,we can work efficiently on a group project,Soft-goal
463,i can cancel a ride,Capability
464,i like to have things color coded,Capability
465,i want to ensure that deleted fsrs records are not included in submissions,Capability
466,"i want to be able to filter , sort and aggregate data by multiple dimensions and measures ,",Capability
467,the data quality and completeness improves,Hard-goal
468,i want to prevent duplicate transactions from being published and deal with the time gap between validation and the publishing decision,Capability
469,"i want to assign plans for review ,",Capability
470,i'd like to check off and see my completed Capability,Capability
471,i want to be able to select the payment desiderata,Capability
472,"i want to upload my week's schedule ,",Capability
473,"i want fabs deployed into production ,",Capability
474,i can choose the best course for me,Capability
475,i can teach csm and cspo courses and certify others,Task
476,"i want to have accurate , clear presentation of waitlist and enrollment data",Soft-goal
477,"i want to be able to add a dataset in a hidden state ,",Capability
478,i want to know which ride is the nearest ride,Capability
479,we can connect,Capability
480,i can access to the history of rides i gave,Capability
481,i'd like to see my ucb bills & awards in the context of my personal budget,Capability
482,i can ensure the site is locked down during the gtas submission period,Hard-goal
483,"i want to process the appeals ,",Capability
484,"i want to have my personal information kept securely in the database of the website ,",Capability
485,i can have consistent frec data for,Hard-goal
486,i want to ensure that fabs is deriving fields properly through a robust test file plus a follow up check,Capability
487,"i want a landing page to navigate to either fabs or dabs pages ,",Capability
488,i would like help setting a budget,Capability
489,"i want the data loaded from historical fabs to include the frec derivations ,",Capability
490,"i want to be able to search any dataset published and publicly accessible by their title and metadata ,",Capability
491,they register and there's a benefit to my membership,Task
492,i can easily use data packages with additional data analysis tools,Soft-goal
493,i want to have access to a help section,Capability
494,they fix them,Task
495,"i want to evaluate consistency with the comprehensive plan ,",Task
496,i want to see the time that the driver left,Capability
497,"i want to read a new article on the front page about once a week ,",Capability
498,"i want to track the issues that come up in tech thursday ,",Capability
499,i can manage it more easily,Task
500,i can delegate data validation to a third party,Capability
501,"i want netcdf integration ,",Capability
502,"i want to edit any site member profile ,",Capability
503,i can monitor and effectively adjust workload as necessary and ensure service levels are met,Task
504,i can have a sense of my company's performance,Soft-goal
505,"i want to make it easy to prove that our published data is valid ,",Soft-goal
506,i want the historical fpds data loader to include both extracted historical data and fpds feed data,Capability
507,important information will not be stolen during a server breach or an attack,Soft-goal
508,"i want to be able to designate whether or not an ever makes the home page ,",Capability
509,"i want to get a data package into stata in seconds ,",Capability
510,"i want to know that my data conforms to its data package profile ,",Soft-goal
511,i can decide if i want to attend any,Capability
512,i can access things i remember from the past or that others mention to me,Capability
513,i can provide my analysis and show my work to users of the data,Task
514,i know what to test and what want s to be fixed,Soft-goal
515,"i want to store my data package in github and have it automatically stored into ckan ,",Capability
516,"i want to attend some ui / ux lessons ,",Capability
517,"i want to have a great ui and ux from the sites ,",Soft-goal
518,i want to add the 00 * * * * * and 00forgn ppopcode cases to the derivation logic,Capability
519,i want to receive updates to fabs records,Capability
520,i want to get paid in a secured way,Capability
521,i can ensure that the fabs testers no longer have access,Hard-goal
522,there is a benefit to being a member,Soft-goal
523,"i want to be able to normalise measures by population ,",Capability
524,application can be improved or appreciated,Capability
525,i want to login to the platform,Task
526,i could have any interest for that location,Soft-goal
527,"i want to understand the ways in which my data is invalid ,",Soft-goal
528,i can satisfy outstanding charge associated with the service requested or received from the county,Soft-goal
529,i can find an answer quickly,Capability
530,"i want to post information in a trainers - only section ,",Capability
531,"i want to be able to read some of your articles ,",Capability
532,i can determine which ones i should consider,Capability
533,"i want the historical fabs loader to derive fields ,",Capability
534,i can visualise it on a map,Capability
535,"i want to clearly understand notifications and how they are difference from other calendar - related items such as assignments ,",Soft-goal
536,i want to know the information of the rider,Capability
537,i don't want to have to filter through ads to get to important content,Capability
538,i want more transparency and communications about getting into a class & wait list rules and processing,Soft-goal
539,"i want to have clear explanation of the enrolllment process , including waitlist",Soft-goal
540,i want to be planning my schedule all semester,Task
541,i get them done on time and don't forget any of them,Hard-goal
542,"i want to submit supporting documentation ,",Capability
543,"i want to get a data package into excel in seconds ,",Capability
544,"i want to be able to hide any dataset already added as public ,",Capability
545,"i want an app that create proxy data packages for well know and reliable data , sources ,",Capability
546,"i want to be able to dynamically request polygons based on the query made ,",Capability
547,i can give them additional exposure,Soft-goal
548,"i want to create an other course or event i am charged a listing fee for that activity ,",Capability
549,"i want a tool that makes it easy for researchers/ users to add basic metadata to their research data ,",Soft-goal
550,no one can contact me,Soft-goal
551,i can schedule and assign the inspection,Task
552,"i want to choose a flexible pick up time ,",Capability
553,"i want to update the recycling center information ,",Capability
554,"i want to propose a ride from a to b with the price , location and time of departure , and number of seats available",Task
555,i want to accept or reject the riders by mean of sms or email address,Capability
556,"i want to gather data about who is using the car pooling service , how , how many times for further analysis",Task
557,i can not click it multiple times for the same submission,Capability
558,i want to ensure that attempts to correct or delete non - existent records don't create new published data,Capability
559,fees can be set without involving a programmer,Capability
560,i can enforce the system,Soft-goal
561,"i want to see textual descriptions that accompany embedded visualisations ,",Capability
562,i want to receive notifications from bearfacts ( in calcentral ),Capability
563,i want to subscribe to any drivers or groups,Capability
564,"i want to show my rating up on my profile page ,",Capability
565,"i want to post comments about articles ,",Capability
566,i can share them with others or include them in the data package,Capability
567,i want to find volunteer opportunities,Capability
568,i want to confirm the proposal,Capability
569,"i want a tool to create an embeddable data summary via iframe ,",Capability
570,"i want to assign an application for detailed review ,",Capability
