,UserStory,Label
87,i can create community & connection,Capability
88,i can indicate which articles i want featured most prominently on the site,Capability
89,i can get where i need to be on time,Hard-goal
90,i can import datasets without downloading them locally,Capability
91,i can store my data in plaintext while still retaining its metadata,Capability
92,i want to submit records for individual recipients without receiving a duns error,Capability
93,i want to connect with students who have the same major or same interests as me,Capability
94,i can avoid any miscommunication with users,Soft-goal
95,i like to have things color coded,Capability
96,"i want to get a data package into python in seconds ,",Capability
97,i can embed data summaries across sites,Capability
98,i can troubleshoot issues with particular submissions and functions,Task
99,i want to have all derived data elements derived properly,Soft-goal
100,"i want to be able to select different types of recyclable waste , so i have and get a list of facilities that accept each type and their opening hours ,",Capability
101,i can know for sure my waste is not going to leave a negative ecological footprint,Hard-goal
102,"i want to search for profiles based on a few fields ,",Capability
103,i can receive notifications for new events as they are posted,Capability
104,"i want the historical fabs loader to derive fields ,",Capability
105,i have a reason to use the website,Soft-goal
106,"i want to attend some ui / ux lessons ,",Capability
107,i want to read the entire article,Capability
108,"i want to get a data package into julia in seconds ,",Capability
109,owners are paired with data packagers,Capability
110,"i want to be emailed a reminder seven day before an ad is about to expire ,",Capability
111,i'd like a degree planner that plans against a real class schedule allowing me to finish in 4 years,Soft-goal
112,it is more findable and therefore useful,Soft-goal
113,i come to the site for my agile news and learning,Capability
114,"i want to move on to round 3 of the help page edits ,",Capability
115,i want to pay for the carpooling service in function of the country he is travelling in,Hard-goal
116,i can model dimensions that may not exist in the source file,Task
117,"i want to be able to designate whether or not an ever makes the home page ,",Capability
118,i can offer functionality based on platform administration privileges,Task
119,i want to have access to a help section,Capability
120,"i want to be able to easily find my class locations , and my way around campus",Capability
121,i want to manage my mealpoints on,Task
122,the spending lines in my dataset is more understandable,Capability
123,"i want to get a data package into node ,",Capability
124,i can go back when needed,Soft-goal
125,i can renew my membership,Capability
126,"i want to request preapplication assistance ,",Capability
127,"i want to add general reference data to my narrow dataset ,",Capability
128,"i want to know as i glance around the home page what on earth a csm is and why i'd want to be one ,",Capability
129,i want to submit a citywide as a ppopzip and pass validations,Capability
130,i can ensure that the fabs testers no longer have access,Hard-goal
131,"i want the duns validations to accept records whose actiontypes are b , c , or d and the duns is registered in sam , even though it may have expired",Capability
132,"i want to be able to communicate directly with the site admin and convey any issues or concerns i have ,",Hard-goal
133,i can monitor and effectively adjust workload as necessary and ensure service levels are met,Task
134,i can add data to the datastore in bulk from the command line or my own programs,Capability
135,i can grant the request to the applicant to begin work,Capability
136,i need to figure out what email is important to me ( one suggestion : good subject lines ),Capability
137,"i want to list my upcoming classes in my profile and include a link to a detailed page about each ,",Capability
138,i can manage more efficiently,Soft-goal
139,"i want to see a list of all upcoming certification courses and can page through them if there are a lot ,",Capability
140,"i want to be able to add a dataset in a hidden state ,",Capability
141,the scrum alliance can share information with me easily,Capability
142,"i want to do a full - text search of the faqs ,",Capability
143,i stay current on agile news,Soft-goal
144,"i want to search for information ,",Task
145,we have flexibility on what to charge in the future,Soft-goal
146,"i want to access an api from the website ,",Capability
147,i want to send the request for the ride,Capability
148,"i want to be able to customize features and content ,",Capability
149,my certification status can be activated,Capability
150,i want the fabs validation rules to accept zero and blank for non - loan records,Capability
151,"i want to click on the address ,",Capability
152,i can use the best tool for the job,Soft-goal
153,i want to be able to easily see my upcoming events and Capability ( with large calendar ),Capability
154,i need a place to see everything i need to do today,Capability
155,"funding agencies can identify the funding , source for a given dataset",Capability
156,"i can provide my information , plans and/or documents to initiate a transaction with the county",Capability
157,i want my events and Capability ( assignments ) automatically provided and prominently displayed,Capability
158,"i want to have my name listed in the registry without becoming a member of the site ,",Capability
159,i can load all fpds data since 2007,Capability
160,"i want to satisfy hearing requirements ,",Soft-goal
161,"i want to be informed about campus events that are of interest to me ,",Capability
162,"i want to be able to have stepped zoom on map visualisations ,",Capability
163,"i want to have my personal information kept securely in the database of the website ,",Capability
164,application can be improved or appreciated,Capability
165,excel won't strip off leading and trailing zeroes,Hard-goal
166,i want to specify the major places where i pass by,Capability
167,"i want to derive fundingagencycode ,",Task
168,"i want to publish data packages to ckan ,",Capability
169,i want to order a ride,Capability
170,"i want to be able to import data from fiscal data package descriptor file ,",Capability
171,"i want to send an email to any member via a form ,",Capability
172,"i want the header information box to show updated date and time ,",Capability
173,i can find the datasets i'm interested in,Task
174,i want to have my validations run in a reasonable amount of time,Capability
175,i want to search for the available rides using the voice recognition,Capability
176,"i want to design a schedule from the ui sme ,",Task
177,"i want an eprints integration ,",Capability
178,"i want to quickly access broker application data ,",Capability
179,i can output cleaned data packages,Capability
180,"i want to have accurate , clear presentation of waitlist and enrollment data",Soft-goal
181,"i want to create an inspection ,",Capability
182,"i want to link the sample file on the "" what you want   to submit "" dialog to point to the correct file ,",Capability
183,i want to determine how agencies will generate and validate d files from fabs and fpds data,Task
184,i want to register to the service,Task
185,"i want to edit any site member profile ,",Capability
186,"i want to send or post citations and fines ,",Capability
187,"i want to have access to user stats and schedules ,",Capability
188,i want to provide fabs groups that function under the frec paradigm,Capability
189,"i want to get a data package into stata in seconds ,",Capability
190,i can showcase my experience,Task
191,i can see only what is relevant or meaningful to me,Soft-goal
192,i can have a sense of what people are doing on our sites and know the service status,Soft-goal
193,"i want to see scholarship information that is relevant to my status ,",Capability
194,"i want to be able to customise the brand name and icon , and primary color of all frontend javascript apps ,",Capability
195,i'd like a map and walking directions for the campus,Capability
196,i can share data that i have found with others,Capability
197,i can finish it,Capability
198,i can review revised plans,Capability
199,"i want to view a course i can click on the trainer's name and be taken to the trainer's profile ,",Capability
200,i want to map the federalactionobligation properly to the atom feed,Capability
201,"i want to be able to get a set of monetary measures transferred to different currencies ,",Capability
202,i can see if there any i am interested in,Capability
203,i can choose the best course for me,Capability
204,there is a benefit to being a member,Soft-goal
205,"i would like to be able to easily see how much my assignments count towards my grade , and would like to see my grades in the context of the syllabus",Capability
206,i can claim that we are living up to our transparency commitments,Capability
207,i can find an optimal route and schedule,Capability
208,i don't want to have to filter through ads to get to important content,Capability
209,i can have access to rides from a to b,Capability
210,articles appear only during appropriate periods,Capability
211,"i want to subscribe to an rss feed of upcoming courses and events ,",Capability
212,"when i store my dataset in github , i donâ€ ™ t have to retype descriptive information about my dataset",Capability
213,i want to synch my ical with the google calendar on my phone,Capability
214,"i want to manage hearing calendars ,",Task
215,i can ensure all pre - hearing requirements are satisfied and staff and applicant are ready for the hearing,Soft-goal
216,"i want an integration with zenodo ,",Capability
217,"i want to create each condo unit ,",Capability
218,"i want hdf5 integration ,",Capability
219,students could find clubs they are interested in,Capability
220,"i want the duns validations to accept records whose actiondates are before the current registration date in sam , but after the initial registration date",Capability
221,i can maximize those opportunities,Soft-goal
222,"i only want zero - padded fields ,",Capability
223,"i want to read information of relevance only to trainers ,",Capability
224,the scrum alliance doesn't charge itself for scrum gatherings that it puts on,Capability
225,i can delegate data validation to a third party,Capability
226,i want to be confident that the data coming from sam is complete,Hard-goal
227,"i want to have a blog that highlights any and all projects in the open fiscal space ,",Capability
228,i want the information to be able to access the private policy rules of the car pooling systems,Capability
229,i can easily design my website,Task
230,the best content is featured most prominently,Soft-goal
231,i can ask questions about her / his ride,Capability
232,i can integrate data - packaged data with pipelines that use mongo,Capability
233,"i want to access published fabs files ,",Capability
234,"i want to be able to edit the model of data i have already imported ,",Capability
235,i want to have the system email me a new password or a password reminder since i have short - term memory problems,Capability
236,"i want to contact the administrators ,",Capability
237,i want to share my interests,Capability
238,i remain sufficiently and easily informed,Soft-goal
239,i can get approvals from leadership,Hard-goal
240,"i want to be able to search any dataset published and publicly accessible by their title and metadata ,",Capability
241,"i want to do exploratory data analysis in r and operationalize that analysis in python ,",Capability
242,i want to accept or reject the riders by mean of sms or email address,Capability
243,i could have any interest for that location,Soft-goal
244,i want to see information from callisto & the career center when thinking about getting a job,Capability
245,i want to rate my journey or trip,Capability
246,she would like uc berkeley systems to handle her address and not make her re - enter it every time,Capability
247,"i want to add a doi to a dataset ,",Capability
248,"i want to be able to edit the data source of data i have already imported ,",Capability
249,i would like help setting a budget,Capability
250,the riders can understand my itinary and can apply to part of my itinary,Soft-goal
251,i need to keep track of the Capability and assignments i have to do,Capability
252,i can fix things the original author hasn't,Capability
253,"i want fabs deployed into production ,",Capability
254,i can find an answer quickly,Capability
255,i can have appropriate context for understanding them,Soft-goal
256,i can determine which ones i should consider,Capability
257,i can investigate issues,Task
258,i can easily finish the article,Capability
259,"i want to be able to reference a remote - controlled vocabulary for my dataset ,",Capability
260,i can adjust my hours and/or upgrade equipment and capacity in order to be able to accomodate larger amounts of recyclable materials,Capability
261,i can allow progression through the workflow or other actions in the system now that the issue has been resolved,Capability
262,i want to book a ride when it is aviable,Task
263,"i want to be able to share an image of a particular view state to the social networks that support this ,",Capability
264,i know when the status of the submission has changed,Hard-goal
265,i want to easily see when i have to pay my bill and how much i owe,Soft-goal
266,i can receive a response to a request for a meeting or information that is a result of the preapplication assistance,Capability
267,i want the riders to pay by credit card,Capability
268,i want to know the information of the rider,Capability
269,i can provide maps that match the query,Capability
270,"i want to visualize by default in treemap , bubble tree , map and pivot table the most recent year when my dataset contain multiple years ,",Capability
271,i can read more about a trainer before registering for a course,Capability
272,i want to rate a rider and share comments,Capability
273,"i want feather integration ,",Capability
274,it matches the new broker design styles,Hard-goal
275,i can validate when an application is complete and eligible for further technical review,Capability
276,"i want validate my data with a minimum of clicks ,",Capability
277,i want to be informed of academic calendar deadlines,Capability
278,i have the appropriate information for my application,Soft-goal
279,"i want to download presentations , pdfs , etc on scrum ,",Capability
280,"i want to know what my data needs to be able to be visualised on a map ,",Capability
281,i want to contact to the driver,Capability
282,i can use this in scenarios that might enable comparison by normalisation,Capability
283,i can accommodate different types of content,Task
284,i can submit my financial assistance data,Capability
285,"i want to track the issues that come up in tech thursday ,",Capability
286,"i want to view users' stats ,",Capability
287,"i want to copy one of my courses or events ,",Capability
288,"i want to add an article to the site ,",Capability
289,i want to update the broker validation rule table to account for the rule updates in db-2213,Capability
290,i'd like to see the syllabus without having to download it,Capability
291,"i want to prepare for and support hearing execution ,",Task
292,"i want to see a list of all upcoming other courses and can page through them if necessary ,",Capability
293,i want the rider to be satified of myservice,Soft-goal
294,i want to be able to filter my email,Capability
295,my dataset is more useful,Soft-goal
296,"i want the data loaded from historical fabs to include the frec derivations ,",Capability
297,"i want to maintain a faq section ,",Capability
298,"i want to get a data package into spss in seconds ,",Capability
299,i want to access two additional fields from the fpds data pull,Capability
300,"i want to submit supporting documentation ,",Capability
301,"i want to subscribe to an rss feed of jobs available ,",Capability
302,i can perform management actions on my own datasets,Task
303,i can receive any posted bond and/or obtain occupancy,Capability
304,"i want to assign plans for review ,",Capability
305,"i want to have some flexibility as to where things appear ,",Soft-goal
306,i want to pay by sms in my domestic country,Capability
307,"i want to be able to change some of the styling of the embedded viewer in my own platform ,",Capability
308,i want to use the application on my smartphone,Hard-goal
309,i can track the outcome and record the impact on the relevant records,Capability
310,"i'd like to see events and Capability for a month at a time ,",Capability
311,my ratings are accurate,Hard-goal
312,i can present the application to the appropriate governing body within the timelines dictated by the relevant county rules and procedures,Task
313,"i want to pay fee ,",Task
314,"i want to subscribe to an rss feed of articles ,",Capability
315,"i want to view a dashboard that monitors all the sites' statuses ,",Capability
316,i want to be able to view a map display of the public recycling bins around my area,Capability
317,others can learn about me,Soft-goal
318,i want my Capability to disappear ( from the a&t graphic ) after i've completed them,Capability
319,"i want to assign a hearing date ,",Task
320,"i want to know that my data conforms to its data package profile ,",Soft-goal
321,i can share them with others or include them in the data package,Capability
322,"i want an microsoft power bi integration ,",Capability
323,the information in the database is correct,Hard-goal
324,the rider knows about it and can search for another possibility,Task
325,"i want to issue a development - related permit ,",Capability
326,"i want to update any course or event ,",Capability
327,we can work efficiently on a group project,Soft-goal
328,"i want to package reproducible steps to get a certain data state ,",Capability
329,"i want to email news items to the editor ,",Capability
330,"i want to send a formal response to applicant ,",Capability
331,i can learn without first joining the site,Task
332,"i want to assign an application for detailed review ,",Capability
333,my agency codes are correct in the publishedawardfinancialassistance table,Hard-goal
334,"i want to handle all users' activities ,",Task
335,"i want to download the latest training material and methodology pdfs ,",Capability
336,"i want to be able to share a view state as a url to social networks ,",Capability
337,"i want to mark my email address as private even if the rest of my profile is not ,",Capability
338,"we would like to have a shared space to post flyers , to promote events",Capability
339,"i want to begin user testing ,",Task
340,i want to login to the platform,Task
341,i can know the time of leaving,Hard-goal
342,no one can contact me,Soft-goal
343,i want to be able to view a map display of the special waste drop off sites around my area,Capability
344,"i want to be able to anonymously view public information ,",Capability
345,i want to receive notifications from bearfacts ( in calcentral ),Capability
346,i can get a quick preview of the data,Soft-goal
347,during discovery i don't miss anything,Soft-goal
348,i can log in the system with my phone number and a password,Capability
349,"i want to add the gtas window data to the database ,",Capability
350,we can connect,Capability
351,i can fix bugs or make enhancements in the api built for my data,Capability
352,i can develop an awesome and beautiful features website,Soft-goal
353,i work with datasets in reference to their contextual constraints,Soft-goal
354,"i want to be able to communicate directly with facilities ,",Capability
355,i can check which routes to take to drop off waste,Capability
356,"i want to search the ride by source , destination , date and time",Capability
357,"i want to determine the best way to load historical fpds data ,",Capability
358,"i want to complete building development project ,",Capability
359,visitors are incentivized to become members,Soft-goal
360,i can validate stakeholder ui improvement requests,Capability
361,"i want to make my logo randomly appear on the home page ,",Capability
362,"i want to be able to extend an ad for another 30 days by visiting the site and updating the posting ,",Capability
363,i can integrate data - packaged data with pipelines that use dat,Capability
364,i want to search for a ride,Task
365,"i want to track the draft proffers ,",Capability
366,"i want to successfully conduct a plan review meeting with the applicant and record the outcome ,",Capability
367,"i want to evaluate consistency with the comprehensive plan ,",Task
368,"i would like access to "" deals "" from local food vendors",Capability
369,i can find the relevant service and/or application type to initiate via the online portal,Capability
370,i want to pay my bills with a credit card,Capability
371,i can track and manage bonds throughout the lifecycle of the project until release,Task
372,"i want to make it easy to assess the quality of data stored by the government ,",Soft-goal
373,"i want to be able to have presented to me only features and content that are relevant to my status ,",Capability
374,i want to get feedback when i enter an invalid zip code,Capability
375,it reflects accurate information,Soft-goal
376,i want to have up to date information when planning my schedule ( pain point : isn't always correct ),Capability
377,"i want the frontend urls to more accurately reflect the page i'm accessing ,",Capability
378,"i want to store my data package in github and have it automatically stored into ckan ,",Capability
379,site visitors can choose wisely,Soft-goal
380,"i want to be able to download a csv of the data that is used in any visualisation i am viewing ,",Capability
381,"i want to review the code modifications submitted by the applicant ,",Capability
382,i want to receive notification of grades when they are posted,Capability
383,"i want to have clear explanation of the enrolllment process , including waitlist",Soft-goal
384,"i can access , analyze and/or export the needed information in the format i requested",Capability
385,"i want to be able to log better ,",Soft-goal
386,i can benefit from better tooling and standardization,Soft-goal
387,i can integrate data - packaged data with pipelines that use eprints,Capability
388,i want to move people in a trainer's class from a pending state to the registry once i have received proof of payment from the trainer,Capability
389,"i want to set start publishing dates , old article date , and stop publishing dates for articles ,",Capability
390,i can provide the latest information about the recycling center,Capability
391,"i want to see correct status labels on the submission dashboard ,",Capability
392,i want to comment on the ride and its driver,Capability
393,i can propose ride to go from a to b,Task
394,"i want to reset the environment to only take staging max permissions ,",Capability
395,i want to be able to distinguish or filter in assignments with deliverables ( papers ) while filtering out assignments without deliverables ( readings ),Capability
396,i want a better explanation of housing options available to me,Soft-goal
397,i am aware of it and can decide if i want to post it,Capability
398,i want to send a confirmation sms,Capability
399,i can make sure that government is living up to its transparency commitments,Soft-goal
400,i want to see the list of rides based on my criteria,Capability
401,"i want to click the link from the article teaser to take me directly to the body of the article not to another teaser setup ,",Capability
402,"i want to easily discover campus resources such as health benefits , housing options , and how to get around campus",Soft-goal
403,"i want to see the office names derived from office codes ,",Capability
404,"i want to see textual descriptions that accompany embedded visualisations ,",Capability
405,"i want a tool that makes it easy for researchers/ users to add basic metadata to their research data ,",Soft-goal
406,employers or others can verify my certification,Soft-goal
407,i want to ensure that attempts to correct or delete non - existent records don't create new published data,Capability
408,i know why my submission didn't work,Soft-goal
409,i want to be able to find important emails even when i'm offline,Capability
410,"i want to have a view on all the datasets i have published ,",Capability
411,i want to see updated financial assistance data daily,Capability
412,i want to add the 00 * * * * * and 00forgn ppopcode cases to the derivation logic,Capability
413,i can show the company's support of scrum,Capability
414,i can read them,Capability
415,i can ensure plans have been assigned to the appropriate plan reviewer,Capability
416,i can capture my response to the request in the system and also send a communication from the system to the applicant,Capability
417,i can more conveniently use the website,Soft-goal
418,i know the potential timeline of the ui improvements wanted,Soft-goal
419,i'd like to see my cal1card balance,Capability
420,i want to create a group in the application,Capability
421,i want to have access to the full information of all employees working for this business,Capability
422,"i want to be able to get a relative percentage of a measure to the total of the dataset it comes from ,",Capability
423,i can keep the database up - to - date over time,Hard-goal
424,i am not confused,Soft-goal
425,"i want to create a new course or event ,",Capability
426,"i want netcdf integration ,",Capability
427,"i want to have updated error codes that accurately reflect the logic and provide enough information ,",Capability
428,"i want to fill out an application to become a certified scrum practitioner ,",Capability
429,i don't miss important ones,Soft-goal
430,"i want to create the content of the what is scrum section ,",Capability
431,"i want to be able to save new visualizations ,",Capability
432,"i want to be able to normalise measures by gini and related socioeconomic indexes ,",Capability
433,"i want to specify the conditions of the ride ( price , size of bags , pets allowed or not , disposed to talk or not )",Capability
434,"i want to issue the zoning - related permits ,",Capability
435,"i want to be able to hide any dataset already added as public ,",Capability
436,"i want to read practicing and training applications and approve or reject them ,",Capability
437,my ad remains active,Capability
438,i'd like to connect with alumni that have gone into my field,Capability
439,"i want an app that generates an openrefine reconciliation api endpoint from a tabular data package ,",Capability
440,i can make sure i know all that i need to do,Soft-goal
441,"i want to turn a course into an event or an event into a course ,",Capability
442,"i want to be able to change the colors of the embedded visualisations in my own platform ,",Capability
443,"i want to have full access to all articles ,",Capability
444,i want to be able to select the payment desiderata,Capability
445,"i want to access old news that is no longer on the home page ,",Capability
446,i know when it was updated,Capability
447,i want one place to go when registering for classes ( including finding class ratings ),Capability
448,i want to select the ride characteristics,Capability
449,"i want to be emailed whenever a job is submitted ,",Capability
450,"i want to map lines in my dataset using geographic data in my dataset ,",Capability
451,"i want to be able to easily find campus resources even if they aren't in a clear category ( my campus potentially overlapping catgories ) ,",Soft-goal
452,"i want to check the status of a transaction ,",Capability
453,"i would like to create a web socket protocol for frictionless data tools ,",Capability
454,i can provide richer context in those communication channels for data i am sharing,Soft-goal
455,they register and there's a benefit to my membership,Task
456,articles are published on and through appropriate dates,Capability
457,"i want to have a website that is easy to use ,",Soft-goal
458,i can cancel a ride,Capability
459,"i want to get a data package into r in seconds ,",Capability
460,i want to post or create a ride,Capability
461,"i can review them for compliance and either approve , or fail or deny the plans and record any conditions , clearances , or corrections needed from the applicant",Capability
462,i can better manage submissions and ig requests,Task
463,i would like a tool to check data availability persistence after publication,Capability
464,i can approve any that need to be approved,Capability
465,i can log on to the customer portal and perform transactions that first require user authentication,Capability
466,i can more easily understand what i am viewing,Soft-goal
467,i can learn that quickly,Task
468,"i want to connect with people who have similar interests , possibly by sharing my interests",Capability
469,"i want to be able to set my own username ,",Capability
470,"i want to embed an interactive preview of my data on my site ,",Capability
471,it is more useful to others and can be used better with tools like visualization programs,Soft-goal
472,i can not click it multiple times for the same submission,Capability
473,"i want to process the requests for zoning information ,",Capability
474,i can access both sides of the site,Capability
475,they can be considered for publication,Hard-goal
476,i can give feedback or ask for help,Task
477,my dataset is more engaging for non - technical users,Soft-goal
478,i want access to my data even when i'm not online,Capability
479,i can use it to apply to form control that uses a core dataset for autocompletion,Hard-goal
480,i can use the data in other tools,Capability
481,"i want to have access to test features in environments other than staging ,",Capability
482,i want to use the schema headers in my fabs file,Capability
483,i can satisfy documentation requirements for my application,Capability
484,i can learn from them or use them,Task
485,i can choose the one i prefer,Capability
486,"i want to be able to share information about important dates , deadlines & events with my friends",Capability
487,"i want to issue a notice of violation ,",Capability
488,"i want to post a help wanted ad ,",Capability
489,i can prioritize,Task
490,i want to upload and validate the error message to have accurate text,Capability
491,"i want to access the route planning system during work ,",Capability
492,i can enforce the system,Soft-goal
493,i want all historical financial assistance data loaded for fabs go - live,Capability
494,i want to be able to see photos of my current gsis and instructors,Capability
495,i can keep them updated about features we have on our website,Soft-goal
496,i can work on a dataset before having it discoverable via openspending user interfaces,Capability
497,i can use color to see at a glance the different categories of things i have to do,Capability
498,i come back more often,Soft-goal
499,i can customise the branding for my own needs,Capability
500,"i want to be able to normalise measures by gdp ,",Capability
501,i can brand it to my own organisation's color scheme,Capability
502,i can improve the map - based visualisations of my data,Hard-goal
503,"i want to generate planning - related reports ,",Capability
504,"i want to be able to edit a dataset i have published ,",Capability
505,i can find what i want,Task
506,jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad,Capability
507,others see the company's support of scrum,Capability
508,"i want a jquery plugin for core data packages ,",Capability
509,the site has plenty of content,Soft-goal
510,"i want an online service that is connected to my data repository that validates data on update ,",Capability
511,"i want to have pretty good control over how the article ,",Soft-goal
512,i can manage it more easily,Task
513,i want to be notified that a candidate rider applied for one of my rides,Capability
514,"i want to describe myself on my own page in a semi - structured way ,",Capability
515,i have them,Soft-goal
516,i want to see the map of the destination,Capability
517,"i want to have accurate , clear presentation of add / drop dates & processes",Soft-goal
518,"i can easily import them into my ml platform , so that i can start using the data in doing analysis",Capability
519,i want to consult the experience of the driver,Capability
520,"i want to remove a hold ,",Capability
521,i want to have accurate and complete data related to ppopcode and ppopcongressionaldistrict,Hard-goal
522,i want to ensure i don't overlook important emails,Soft-goal
523,we can add more features and keep improving the service we provide to them,Capability
524,i want to receive updates to fabs records,Capability
525,i can find the place,Capability
526,"i can deal with takedown requests , or clean up test datasets",Capability
527,"i want to be able to receive tempting rewards ,",Capability
528,i can use it to clean messy data,Soft-goal
529,i can find a suitable customer,Capability
530,we feel confident that my information is not shared with third parties,Soft-goal
531,i can visualise it on a map,Capability
532,i would like to see how my awards compare to my bills,Capability
533,"i want to do a full - text search of article body , title , and author name ,",Capability
534,"i want to be able to provide a visualization of data in the data package ,",Capability
535,"i want to mark my profile as private in which case only my name will appear ,",Capability
536,"i want an dspace integration ,",Capability
537,i want to view and pay my university bills in one place,Capability
538,"i want my domain models to be indexed properly ,",Capability
539,"i want to stop publishing jobs on the site 30 days after being posted ,",Capability
540,i could fill my availble seats or not,Capability
541,"i want to get a data package into c++ in seconds ,",Capability
542,"i want to be notified about the results of surveys about my classes ,",Capability
543,"i want to be able to update my information and the type of material i accept ,",Capability
544,only trainers see it,Soft-goal
545,i want to have the news feed from the application,Capability
546,my data is more easily discoverable,Soft-goal
547,"i want to have consistent use of colour on map visualisations ,",Soft-goal
548,i can understand localised amounts in non - localised figures,Soft-goal
549,"i want to have full access to data related to my company ,",Capability
550,"i want to be able to dynamically request polygons based on the query made ,",Capability
551,"i can obtain publicly available information concerning properties , county services , processes and other general information",Capability
552,i can effectively planning my academic career,Task
553,"i want to know as soon as i visit what on earth scrum is and why it needs an alliance ,",Soft-goal
554,i can answer any questions about my recycling center,Hard-goal
555,"i want to be able to provide the platform administrator with additional geojson sources ,",Capability
556,i can ensure the site is locked down during the gtas submission period,Hard-goal
557,i need to define the amount and the driver,Capability
558,"i want to be able to hide a dataset that i have already added as public ,",Capability
559,i don't bounce immediately oï¬€ the page,Soft-goal
560,i want to be able to keep separate my personal ( and club ) tasks from my work ( academic ) tasks,Soft-goal
561,"i want to link my email account to my profile ,",Capability
562,i can contact offices even when i'm offline,Capability
563,"i want to update the gis property management ,",Capability
564,i am more comfortable in using the car pooling service,Soft-goal
565,users can be encouraged that this is the correct data for them,Soft-goal
